      3.23489480 	      1.53757921 	Germany
      1.43578612 	      1.56397607 	Saudi Arabia
      2.82697973 	      3.12850420 	Argentina
      1.72787337 	      1.72016369 	Australia
      2.73006514 	      2.13551699 	Belgium
      3.19804012 	      4.98224850 	Brazil
      1.92443154 	      1.88949378 	Cameroon
      1.61521402 	      1.23396137 	Canada
      1.46083939 	      1.12304824 	Qatar
      1.78944148 	      1.48593356 	South Korea
      1.09570056 	      0.98262646 	Costa Rica
      2.45731949 	      2.19158226 	Croatia
      2.33173241 	      2.47804700 	Denmark
      2.01868945 	      1.85743391 	Ecuador
      3.28339648 	      2.79106171 	Spain
      1.56571443 	      2.03234650 	United States
      3.26905781 	      2.19086560 	France
      1.55593497 	      1.16753941 	Ghana
      3.08230787 	      2.40978366 	Netherlands
      3.45201444 	      2.67420118 	England
      1.91075867 	      1.24973882 	Iran
      1.98882105 	      2.25780714 	Japan
      2.11675444 	      3.85233450 	Morocco
      1.37865202 	      1.80576771 	Mexico
      1.48980601 	      1.48829508 	Wales
      2.09211922 	      1.60114710 	Poland
      3.61417948 	      2.27053452 	Portugal
      1.75612095 	      1.64639045 	Senegal
      2.85390959 	      1.25785670 	Serbia
      2.45679431 	      1.62043306 	Switzerland
      1.64648678 	      3.00325472 	Tunisia
      1.68459831 	      2.39159550 	Uruguay
