      3.22120066 	      1.54027715 	Germany
      1.42822744 	      1.56814965 	Saudi Arabia
      2.91630898 	      2.71055806 	Argentina
      1.71992062 	      1.74419774 	Australia
      2.75260943 	      2.15439818 	Belgium
      3.09677446 	      4.48139899 	Brazil
      1.91575581 	      1.87651528 	Cameroon
      1.62236434 	      1.24320098 	Canada
      1.44992685 	      1.12542869 	Qatar
      1.77538317 	      1.45971082 	South Korea
      1.09481152 	      0.98199262 	Costa Rica
      2.55152985 	      2.28241227 	Croatia
      2.35291997 	      2.50939500 	Denmark
      1.97996354 	      1.85228088 	Ecuador
      3.30745623 	      2.78642162 	Spain
      1.55548818 	      2.03383174 	United States
      3.38807948 	      2.30452322 	France
      1.55694203 	      1.15447134 	Ghana
      3.19401332 	      2.22005692 	Netherlands
      3.39661589 	      2.47696178 	England
      1.89659614 	      1.23928568 	Iran
      1.98811552 	      2.26196813 	Japan
      2.13334315 	      4.64893045 	Morocco
      1.37087922 	      1.80988034 	Mexico
      1.48211612 	      1.49078318 	Wales
      2.07474951 	      1.62055819 	Poland
      3.49928423 	      2.26282296 	Portugal
      1.74579664 	      1.64825754 	Senegal
      2.83963454 	      1.24636347 	Serbia
      2.44564401 	      1.60381193 	Switzerland
      1.65634499 	      3.02692599 	Tunisia
      1.65600887 	      2.35990896 	Uruguay
