  1	      1.01063118	      2.50630564
  2	      0.47611080	      0.40832886
  3	      1.00003043	      1.16404097
  4	      1.40454778	      0.77319364
  5	      2.05965247	      1.58537314
  6	      0.18934260	      0.04511840
  7	      0.52294887	      0.62465932
  8	      1.12498383	      0.89427803
  9	      0.09949497	      0.11995553
 10	      0.44090597	      0.30117626
 11	      3.18804753	      4.79803173
 12	      1.10240695	      0.62352068
 13	      1.34284026	      0.73655584
 14	      0.35581875	      0.22888352
 15	      1.50333062	      1.84595539
 16	      1.89560943	      1.32336831
 17	      0.03632373	      0.03593807
 18	      0.84448727	      1.03652270
 19	      0.16507311	      0.19860415
 20	      1.04671441	      1.02833646
 21	      0.24434103	      0.36728914
 22	      0.00100000	      0.83494503
 23	      0.25619439	      0.25992867
 24	      2.54388494	      1.38913695
 25	      0.91109068	      0.80110307
 26	      3.33529092	      1.86944566
 27	      0.29310339	      0.37553759
 28	      0.79200434	      1.00737475
 29	      0.78556999	      0.39518269
 30	      0.07341775	      0.07352970
 31	      0.41937571	      1.91850013
 32	      2.23536776	      1.00530270
 33	      0.28273753	      0.15450390
 34	      1.41483096	      1.15000617
 35	      0.52960282	      0.96135876
 36	      4.12287039	      6.23879614
 37	      0.14115950	      0.11831850
 38	      0.25464395	      0.17485151
 39	      0.12451151	      0.21433134
 40	      1.14045922	      0.93985402
 41	      1.19610160	      1.23783124
 42	      0.77319305	      0.76020330
 43	      0.31155924	      0.19855804
 44	      1.53275337	      1.48881583
 45	      1.92609343	      1.81918368
 46	      1.07230171	      1.07761410
 47	      2.14214359	      1.08198688
 48	      2.93486206	      1.78822926
 49	      0.15646231	      0.20323275
 50	      0.66711470	      0.59668108
 51	      0.68111968	      0.46366020
 52	      3.24596065	      0.35702386
 53	      1.83556350	      1.35393777
 54	      1.75816403	      1.69277498
 55	      1.22664055	      0.83278437
 56	      2.23405648	      2.67232353
 57	      0.88244819	      0.68487862
 58	      0.82931414	      0.59914807
 59	      0.00100000	      0.25761272
 60	      1.08577370	      1.63916513
 61	      2.42183488	      1.62283716
 62	      0.57764991	      0.45777466
 63	      0.88185941	      0.81845199
 64	      0.71673644	      0.73884782
 65	      1.86954334	      1.53105899
 66	      2.63869295	      2.52203909
 67	      0.60797428	      0.32584031
 68	      0.20358881	      0.35895216
 69	      0.55175590	      0.54304104
 70	      1.10748388	      0.90857661
 71	      2.30189615	      2.07878278
 72	      1.27357554	      2.10917470
 73	      0.87052540	      1.06384058
 74	      2.82941812	      2.47678793
 75	      0.82944159	      1.11130811
 76	      0.37896538	      0.43038023
 77	      0.92259902	      0.81415526
 78	      0.91235003	      0.61132641
 79	      0.95447594	      0.70326722
 80	      0.83687702	      0.74351435
 81	      0.34079788	      0.23259283
 82	      1.41639442	      1.44620764
 83	      2.62942344	      2.31740384
 84	      0.71323780	      0.60493963
 85	      1.11402328	      1.08696636
 86	      0.74352967	      1.28090246
 87	      1.34046161	      1.39020396
 88	      3.16338098	      1.57513060
 89	      0.92498954	      1.30063022
 90	      0.43320634	      0.43031715
 91	      1.25915654	      1.98918333
 92	      0.41145501	      0.36868380
 93	      0.42051284	      0.47983664
 94	      0.13554780	      0.19341710
 95	      0.88157008	      0.95595295
 96	      2.65145832	      1.79861386
