      0.18934260 	      0.04511840 	Alemanha
      3.18804753 	      4.79803173 	Arábia Saudita
      1.34284026 	      0.73655584 	Argentina
      0.84448727 	      1.03652270 	Austrália
      0.29310339 	      0.37553759 	Bélgica
      0.14115950 	      0.11831850 	Brasil
      1.53275337 	      1.48881583 	Camarões
      1.07230171 	      1.07761410 	Canadá
      0.15646231 	      0.20323275 	Catar
      1.08577370 	      1.63916513 	Coreia do Sul
      0.88185941 	      0.81845199 	Costa Rica
      0.71673644 	      0.73884782 	Croácia
      0.60797428 	      0.32584031 	Dinamarca
      0.87052540 	      1.06384058 	Equador
      0.91235003 	      0.61132641 	Espanha
      0.83687702 	      0.74351435 	Estados Unidos
      0.74352967 	      1.28090246 	França
      0.92498954 	      1.30063022 	Gana
      1.71649269 	      1.80991017 	Holanda
      0.24617948 	      0.21452159 	Inglaterra
      0.95531066 	      0.86620616 	Irã
      1.15048606 	      0.91911239 	Japão
      0.34012353 	      0.29227764 	Marrocos
      1.40184455 	      1.41546527 	México
      1.76613947 	      1.31967872 	País de Gales
      0.17871433 	      0.17273095 	Polônia
      0.04210983 	      0.03201483 	Portugal
      0.67198608 	      0.64598016 	Senegal
      1.87662276 	      1.52677272 	Sérvia
      0.77855786 	      0.80026738 	Suíça
      1.29466348 	      1.05596398 	Tunísia
      0.29574525 	      0.19696844 	Uruguai
