key_id,tournament_name,match_name,match_id,match_date,player_id,team_name,away_team,home_team,family_name,given_name,shirt_number,player_team_name,player_team_code,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty,year
804,1970 FIFA Men's World Cup,Sweden vs Uruguay,M-1970-18,1970-06-10,P-37575,Sweden,0,1,Grahn,Ove,10,Sweden,SWE,90',90,0,second half,0,0,1970
805,1970 FIFA Men's World Cup,Brazil vs Romania,M-1970-19,1970-06-10,P-38906,Brazil,0,1,Pelé,not applicable,10,Brazil,BRA,19',19,0,first half,0,0,1970
806,1970 FIFA Men's World Cup,Brazil vs Romania,M-1970-19,1970-06-10,P-77430,Brazil,0,1,Jairzinho,not applicable,7,Brazil,BRA,22',22,0,first half,0,0,1970
807,1970 FIFA Men's World Cup,Brazil vs Romania,M-1970-19,1970-06-10,P-51434,Romania,1,0,Dumitrache,Florea,9,Romania,ROU,34',34,0,first half,0,0,1970
808,1970 FIFA Men's World Cup,Brazil vs Romania,M-1970-19,1970-06-10,P-38906,Brazil,0,1,Pelé,not applicable,10,Brazil,BRA,67',67,0,second half,0,0,1970
809,1970 FIFA Men's World Cup,Brazil vs Romania,M-1970-19,1970-06-10,P-02403,Romania,1,0,Dembrovschi,Emerich,7,Romania,ROU,84',84,0,second half,0,0,1970
810,1970 FIFA Men's World Cup,Germany vs Peru,M-1970-20,1970-06-10,P-72441,Germany,0,1,Müller,Gerd,13,Germany,DEU,19',19,0,first half,0,0,1970
811,1970 FIFA Men's World Cup,Germany vs Peru,M-1970-20,1970-06-10,P-72441,Germany,0,1,Müller,Gerd,13,Germany,DEU,26',26,0,first half,0,0,1970
812,1970 FIFA Men's World Cup,Germany vs Peru,M-1970-20,1970-06-10,P-72441,Germany,0,1,Müller,Gerd,13,Germany,DEU,39',39,0,first half,0,0,1970
813,1970 FIFA Men's World Cup,Germany vs Peru,M-1970-20,1970-06-10,P-96979,Peru,1,0,Cubillas,Teófilo,10,Peru,PER,44',44,0,first half,0,0,1970
814,1970 FIFA Men's World Cup,Mexico vs Belgium,M-1970-21,1970-06-11,P-64553,Mexico,0,1,Peña,Gustavo,3,Mexico,MEX,14',14,0,first half,0,1,1970
815,1970 FIFA Men's World Cup,England vs Czechoslovakia,M-1970-23,1970-06-11,P-52978,England,0,1,Clarke,Allan,21,England,ENG,50',50,0,second half,0,1,1970
816,1970 FIFA Men's World Cup,Bulgaria vs Morocco,M-1970-24,1970-06-11,P-01172,Bulgaria,0,1,Zhechev,Dobromir,14,Bulgaria,BGR,40',40,0,first half,0,0,1970
817,1970 FIFA Men's World Cup,Bulgaria vs Morocco,M-1970-24,1970-06-11,P-85379,Morocco,1,0,Ghazouani,Maouhoub,11,Morocco,MAR,61',61,0,second half,0,0,1970
818,1970 FIFA Men's World Cup,Brazil vs Peru,M-1970-25,1970-06-14,P-85778,Brazil,0,1,Rivellino,not applicable,11,Brazil,BRA,11',11,0,first half,0,0,1970
819,1970 FIFA Men's World Cup,Brazil vs Peru,M-1970-25,1970-06-14,P-53202,Brazil,0,1,Tostão,not applicable,9,Brazil,BRA,15',15,0,first half,0,0,1970
820,1970 FIFA Men's World Cup,Brazil vs Peru,M-1970-25,1970-06-14,P-03607,Peru,1,0,Gallardo,Alberto,11,Peru,PER,28',28,0,first half,0,0,1970
821,1970 FIFA Men's World Cup,Brazil vs Peru,M-1970-25,1970-06-14,P-53202,Brazil,0,1,Tostão,not applicable,9,Brazil,BRA,52',52,0,second half,0,0,1970
822,1970 FIFA Men's World Cup,Brazil vs Peru,M-1970-25,1970-06-14,P-96979,Peru,1,0,Cubillas,Teófilo,10,Peru,PER,70',70,0,second half,0,0,1970
823,1970 FIFA Men's World Cup,Brazil vs Peru,M-1970-25,1970-06-14,P-77430,Brazil,0,1,Jairzinho,not applicable,7,Brazil,BRA,75',75,0,second half,0,0,1970
824,1970 FIFA Men's World Cup,Italy vs Mexico,M-1970-26,1970-06-14,P-13602,Mexico,1,0,González,José Luis,17,Mexico,MEX,13',13,0,first half,0,0,1970
825,1970 FIFA Men's World Cup,Italy vs Mexico,M-1970-26,1970-06-14,P-38555,Italy,0,1,Guzmán,Javier,14,Mexico,MEX,25',25,0,first half,1,0,1970
826,1970 FIFA Men's World Cup,Italy vs Mexico,M-1970-26,1970-06-14,P-00119,Italy,0,1,Riva,Gigi,11,Italy,ITA,63',63,0,second half,0,0,1970
827,1970 FIFA Men's World Cup,Italy vs Mexico,M-1970-26,1970-06-14,P-62214,Italy,0,1,Rivera,Gianni,14,Italy,ITA,70',70,0,second half,0,0,1970
828,1970 FIFA Men's World Cup,Italy vs Mexico,M-1970-26,1970-06-14,P-00119,Italy,0,1,Riva,Gigi,11,Italy,ITA,76',76,0,second half,0,0,1970
829,1970 FIFA Men's World Cup,Russia vs Uruguay,M-1970-27,1970-06-14,P-99710,Uruguay,1,0,Espárrago,Víctor,9,Uruguay,URY,117',117,0,"extra time, second half",0,0,1970
830,1970 FIFA Men's World Cup,Germany vs England,M-1970-28,1970-06-14,P-62668,England,1,0,Mullery,Alan,4,England,ENG,31',31,0,first half,0,0,1970
831,1970 FIFA Men's World Cup,Germany vs England,M-1970-28,1970-06-14,P-34233,England,1,0,Peters,Martin,11,England,ENG,49',49,0,second half,0,0,1970
832,1970 FIFA Men's World Cup,Germany vs England,M-1970-28,1970-06-14,P-72864,Germany,0,1,Beckenbauer,Franz,4,Germany,DEU,68',68,0,second half,0,0,1970
833,1970 FIFA Men's World Cup,Germany vs England,M-1970-28,1970-06-14,P-64138,Germany,0,1,Seeler,Uwe,9,Germany,DEU,82',82,0,second half,0,0,1970
834,1970 FIFA Men's World Cup,Germany vs England,M-1970-28,1970-06-14,P-72441,Germany,0,1,Müller,Gerd,13,Germany,DEU,108',108,0,"extra time, second half",0,0,1970
835,1970 FIFA Men's World Cup,Brazil vs Uruguay,M-1970-29,1970-06-17,P-81929,Uruguay,1,0,Cubilla,Luis,7,Uruguay,URY,19',19,0,first half,0,0,1970
836,1970 FIFA Men's World Cup,Brazil vs Uruguay,M-1970-29,1970-06-17,P-14923,Brazil,0,1,Clodoaldo,not applicable,5,Brazil,BRA,44',44,0,first half,0,0,1970
837,1970 FIFA Men's World Cup,Brazil vs Uruguay,M-1970-29,1970-06-17,P-77430,Brazil,0,1,Jairzinho,not applicable,7,Brazil,BRA,76',76,0,second half,0,0,1970
838,1970 FIFA Men's World Cup,Brazil vs Uruguay,M-1970-29,1970-06-17,P-85778,Brazil,0,1,Rivellino,not applicable,11,Brazil,BRA,89',89,0,second half,0,0,1970
839,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-92154,Italy,0,1,Boninsegna,Roberto,20,Italy,ITA,8',8,0,first half,0,0,1970
840,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-93072,Germany,1,0,Schnellinger,Karl-Heinz,3,Germany,DEU,90',90,0,second half,0,0,1970
841,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-72441,Germany,1,0,Müller,Gerd,13,Germany,DEU,94',94,0,"extra time, first half",0,0,1970
842,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-42540,Italy,0,1,Burgnich,Tarcisio,2,Italy,ITA,98',98,0,"extra time, first half",0,0,1970
843,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-00119,Italy,0,1,Riva,Gigi,11,Italy,ITA,104',104,0,"extra time, first half",0,0,1970
844,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-72441,Germany,1,0,Müller,Gerd,13,Germany,DEU,110',110,0,"extra time, second half",0,0,1970
845,1970 FIFA Men's World Cup,Italy vs Germany,M-1970-30,1970-06-17,P-62214,Italy,0,1,Rivera,Gianni,14,Italy,ITA,111',111,0,"extra time, second half",0,0,1970
846,1970 FIFA Men's World Cup,Germany vs Uruguay,M-1970-31,1970-06-20,P-60896,Germany,0,1,Overath,Wolfgang,12,Germany,DEU,26',26,0,first half,0,0,1970
847,1970 FIFA Men's World Cup,Brazil vs Italy,M-1970-32,1970-06-21,P-38906,Brazil,0,1,Pelé,not applicable,10,Brazil,BRA,18',18,0,first half,0,0,1970
848,1970 FIFA Men's World Cup,Brazil vs Italy,M-1970-32,1970-06-21,P-92154,Italy,1,0,Boninsegna,Roberto,20,Italy,ITA,37',37,0,first half,0,0,1970
849,1970 FIFA Men's World Cup,Brazil vs Italy,M-1970-32,1970-06-21,P-04354,Brazil,0,1,Gérson,not applicable,8,Brazil,BRA,66',66,0,second half,0,0,1970
850,1970 FIFA Men's World Cup,Brazil vs Italy,M-1970-32,1970-06-21,P-77430,Brazil,0,1,Jairzinho,not applicable,7,Brazil,BRA,71',71,0,second half,0,0,1970
851,1970 FIFA Men's World Cup,Brazil vs Italy,M-1970-32,1970-06-21,P-25829,Brazil,0,1,Alberto,Carlos,4,Brazil,BRA,86',86,0,second half,0,0,1970
852,1974 FIFA Men's World Cup,Germany vs Chile,M-1974-02,1974-06-14,P-48686,Germany,0,1,Breitner,Paul,3,Germany,DEU,18',18,0,first half,0,0,1974
853,1974 FIFA Men's World Cup,Germany vs Australia,M-1974-03,1974-06-14,P-39161,Germany,0,1,Curran,Colin,5,Australia,AUS,58',58,0,second half,1,0,1974
854,1974 FIFA Men's World Cup,Germany vs Australia,M-1974-03,1974-06-14,P-91963,Germany,0,1,Streich,Joachim,11,Germany,DDR,72',72,0,second half,0,0,1974
855,1974 FIFA Men's World Cup,Democratic Republic of the Congo vs Scotland,M-1974-04,1974-06-14,P-21810,Scotland,1,0,Lorimer,Peter,11,Scotland,SCO,26',26,0,first half,0,0,1974
856,1974 FIFA Men's World Cup,Democratic Republic of the Congo vs Scotland,M-1974-04,1974-06-14,P-22480,Scotland,1,0,Jordan,Joe,9,Scotland,SCO,34',34,0,first half,0,0,1974
857,1974 FIFA Men's World Cup,Uruguay vs Netherlands,M-1974-06,1974-06-15,P-89554,Netherlands,1,0,Rep,Johnny,16,Netherlands,NLD,7',7,0,first half,0,0,1974
858,1974 FIFA Men's World Cup,Uruguay vs Netherlands,M-1974-06,1974-06-15,P-89554,Netherlands,1,0,Rep,Johnny,16,Netherlands,NLD,86',86,0,second half,0,0,1974
859,1974 FIFA Men's World Cup,Italy vs Haiti,M-1974-07,1974-06-15,P-32958,Haiti,1,0,Sanon,Emmanuel,20,Haiti,HTI,46',46,0,second half,0,0,1974
860,1974 FIFA Men's World Cup,Italy vs Haiti,M-1974-07,1974-06-15,P-62214,Italy,0,1,Rivera,Gianni,10,Italy,ITA,52',52,0,second half,0,0,1974
861,1974 FIFA Men's World Cup,Italy vs Haiti,M-1974-07,1974-06-15,P-12030,Italy,0,1,Benetti,Romeo,4,Italy,ITA,66',66,0,second half,0,0,1974
862,1974 FIFA Men's World Cup,Italy vs Haiti,M-1974-07,1974-06-15,P-32265,Italy,0,1,Anastasi,Pietro,19,Italy,ITA,79',79,0,second half,0,0,1974
863,1974 FIFA Men's World Cup,Poland vs Argentina,M-1974-08,1974-06-15,P-21597,Poland,0,1,Lato,Grzegorz,16,Poland,POL,7',7,0,first half,0,0,1974
864,1974 FIFA Men's World Cup,Poland vs Argentina,M-1974-08,1974-06-15,P-92867,Poland,0,1,Szarmach,Andrzej,17,Poland,POL,8',8,0,first half,0,0,1974
865,1974 FIFA Men's World Cup,Poland vs Argentina,M-1974-08,1974-06-15,P-82218,Argentina,1,0,Heredia,Ramón,10,Argentina,ARG,60',60,0,second half,0,0,1974
866,1974 FIFA Men's World Cup,Poland vs Argentina,M-1974-08,1974-06-15,P-21597,Poland,0,1,Lato,Grzegorz,16,Poland,POL,62',62,0,second half,0,0,1974
867,1974 FIFA Men's World Cup,Poland vs Argentina,M-1974-08,1974-06-15,P-33365,Argentina,1,0,Babington,Carlos,3,Argentina,ARG,66',66,0,second half,0,0,1974
868,1974 FIFA Men's World Cup,Australia vs Germany,M-1974-09,1974-06-18,P-60896,Germany,1,0,Overath,Wolfgang,12,Germany,DEU,12',12,0,first half,0,0,1974
869,1974 FIFA Men's World Cup,Australia vs Germany,M-1974-09,1974-06-18,P-44313,Germany,1,0,Cullmann,Bernhard,8,Germany,DEU,34',34,0,first half,0,0,1974
870,1974 FIFA Men's World Cup,Australia vs Germany,M-1974-09,1974-06-18,P-72441,Germany,1,0,Müller,Gerd,13,Germany,DEU,53',53,0,second half,0,0,1974
871,1974 FIFA Men's World Cup,Chile vs Germany,M-1974-10,1974-06-18,P-57624,Germany,1,0,Hoffmann,Martin,20,Germany,DDR,55',55,0,second half,0,0,1974
872,1974 FIFA Men's World Cup,Chile vs Germany,M-1974-10,1974-06-18,P-34039,Chile,0,1,Ahumada,Sergio,9,Chile,CHL,69',69,0,second half,0,0,1974
873,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-74389,Serbia,0,1,Bajević,Dušan,19,Serbia,YUG,8',8,0,first half,0,0,1974
874,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-88088,Serbia,0,1,Džajić,Dragan,11,Serbia,YUG,14',14,0,first half,0,0,1974
875,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-28747,Serbia,0,1,Šurjak,Ivica,9,Serbia,YUG,18',18,0,first half,0,0,1974
876,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-20553,Serbia,0,1,Katalinski,Josip,5,Serbia,YUG,22',22,0,first half,0,0,1974
877,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-74389,Serbia,0,1,Bajević,Dušan,19,Serbia,YUG,30',30,0,first half,0,0,1974
878,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-29556,Serbia,0,1,Bogićević,Vladislav,6,Serbia,YUG,35',35,0,first half,0,0,1974
879,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-26214,Serbia,0,1,Oblak,Branko,8,Serbia,YUG,61',61,0,second half,0,0,1974
880,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-46434,Serbia,0,1,Petković,Ilija,7,Serbia,YUG,65',65,0,second half,0,0,1974
881,1974 FIFA Men's World Cup,Serbia vs Democratic Republic of the Congo,M-1974-12,1974-06-18,P-74389,Serbia,0,1,Bajević,Dušan,19,Serbia,YUG,81',81,0,second half,0,0,1974
882,1974 FIFA Men's World Cup,Bulgaria vs Uruguay,M-1974-13,1974-06-19,P-63835,Bulgaria,0,1,Bonev,Hristo,8,Bulgaria,BGR,75',75,0,second half,0,0,1974
883,1974 FIFA Men's World Cup,Bulgaria vs Uruguay,M-1974-13,1974-06-19,P-46047,Uruguay,1,0,Pavoni,Ricardo,6,Uruguay,URY,87',87,0,second half,0,0,1974
884,1974 FIFA Men's World Cup,Argentina vs Italy,M-1974-15,1974-06-19,P-04739,Argentina,0,1,Houseman,René,11,Argentina,ARG,20',20,0,first half,0,0,1974
885,1974 FIFA Men's World Cup,Argentina vs Italy,M-1974-15,1974-06-19,P-94783,Italy,1,0,Perfumo,Roberto,14,Argentina,ARG,35',35,0,first half,1,0,1974
886,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-21597,Poland,1,0,Lato,Grzegorz,16,Poland,POL,17',17,0,first half,0,0,1974
887,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-29548,Poland,1,0,Deyna,Kazimierz,12,Poland,POL,18',18,0,first half,0,0,1974
888,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-92867,Poland,1,0,Szarmach,Andrzej,17,Poland,POL,30',30,0,first half,0,0,1974
889,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-95634,Poland,1,0,Gorgoń,Jerzy,6,Poland,POL,31',31,0,first half,0,0,1974
890,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-92867,Poland,1,0,Szarmach,Andrzej,17,Poland,POL,34',34,0,first half,0,0,1974
891,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-92867,Poland,1,0,Szarmach,Andrzej,17,Poland,POL,50',50,0,second half,0,0,1974
892,1974 FIFA Men's World Cup,Haiti vs Poland,M-1974-16,1974-06-19,P-21597,Poland,1,0,Lato,Grzegorz,16,Poland,POL,87',87,0,second half,0,0,1974
893,1974 FIFA Men's World Cup,Scotland vs Serbia,M-1974-18,1974-06-22,P-80725,Serbia,1,0,Karasi,Stanislav,18,Serbia,YUG,81',81,0,second half,0,0,1974
894,1974 FIFA Men's World Cup,Scotland vs Serbia,M-1974-18,1974-06-22,P-22480,Scotland,0,1,Jordan,Joe,9,Scotland,SCO,88',88,0,second half,0,0,1974
895,1974 FIFA Men's World Cup,Democratic Republic of the Congo vs Brazil,M-1974-19,1974-06-22,P-77430,Brazil,1,0,Jairzinho,not applicable,7,Brazil,BRA,12',12,0,first half,0,0,1974
896,1974 FIFA Men's World Cup,Democratic Republic of the Congo vs Brazil,M-1974-19,1974-06-22,P-85778,Brazil,1,0,Rivellino,not applicable,10,Brazil,BRA,66',66,0,second half,0,0,1974
897,1974 FIFA Men's World Cup,Democratic Republic of the Congo vs Brazil,M-1974-19,1974-06-22,P-89117,Brazil,1,0,Valdomiro,not applicable,13,Brazil,BRA,79',79,0,second half,0,0,1974
898,1974 FIFA Men's World Cup,Germany vs Germany,M-1974-20,1974-06-22,P-27040,Germany,0,1,Sparwasser,Jürgen,14,Germany,DDR,77',77,0,second half,0,0,1974
899,1974 FIFA Men's World Cup,Bulgaria vs Netherlands,M-1974-21,1974-06-23,P-16991,Netherlands,1,0,Neeskens,Johan,13,Netherlands,NLD,5',5,0,first half,0,1,1974
900,1974 FIFA Men's World Cup,Bulgaria vs Netherlands,M-1974-21,1974-06-23,P-16991,Netherlands,1,0,Neeskens,Johan,13,Netherlands,NLD,44',44,0,first half,0,1,1974
901,1974 FIFA Men's World Cup,Bulgaria vs Netherlands,M-1974-21,1974-06-23,P-89554,Netherlands,1,0,Rep,Johnny,16,Netherlands,NLD,71',71,0,second half,0,0,1974
902,1974 FIFA Men's World Cup,Bulgaria vs Netherlands,M-1974-21,1974-06-23,P-31830,Bulgaria,0,1,Krol,Ruud,12,Netherlands,NLD,78',78,0,second half,1,0,1974
903,1974 FIFA Men's World Cup,Bulgaria vs Netherlands,M-1974-21,1974-06-23,P-43188,Netherlands,1,0,de Jong,Theo,7,Netherlands,NLD,88',88,0,second half,0,0,1974
904,1974 FIFA Men's World Cup,Sweden vs Uruguay,M-1974-22,1974-06-23,P-39318,Sweden,0,1,Edström,Ralf,10,Sweden,SWE,46',46,0,second half,0,0,1974
905,1974 FIFA Men's World Cup,Sweden vs Uruguay,M-1974-22,1974-06-23,P-94413,Sweden,0,1,Sandberg,Roland,11,Sweden,SWE,74',74,0,second half,0,0,1974
906,1974 FIFA Men's World Cup,Sweden vs Uruguay,M-1974-22,1974-06-23,P-39318,Sweden,0,1,Edström,Ralf,10,Sweden,SWE,77',77,0,second half,0,0,1974
907,1974 FIFA Men's World Cup,Argentina vs Haiti,M-1974-23,1974-06-23,P-82033,Argentina,0,1,Yazalde,Héctor,22,Argentina,ARG,15',15,0,first half,0,0,1974
908,1974 FIFA Men's World Cup,Argentina vs Haiti,M-1974-23,1974-06-23,P-04739,Argentina,0,1,Houseman,René,11,Argentina,ARG,18',18,0,first half,0,0,1974
909,1974 FIFA Men's World Cup,Argentina vs Haiti,M-1974-23,1974-06-23,P-30957,Argentina,0,1,Ayala,Rubén,2,Argentina,ARG,55',55,0,second half,0,0,1974
910,1974 FIFA Men's World Cup,Argentina vs Haiti,M-1974-23,1974-06-23,P-32958,Haiti,1,0,Sanon,Emmanuel,20,Haiti,HTI,63',63,0,second half,0,0,1974
911,1974 FIFA Men's World Cup,Argentina vs Haiti,M-1974-23,1974-06-23,P-82033,Argentina,0,1,Yazalde,Héctor,22,Argentina,ARG,68',68,0,second half,0,0,1974
912,1974 FIFA Men's World Cup,Poland vs Italy,M-1974-24,1974-06-23,P-92867,Poland,0,1,Szarmach,Andrzej,17,Poland,POL,38',38,0,first half,0,0,1974
913,1974 FIFA Men's World Cup,Poland vs Italy,M-1974-24,1974-06-23,P-29548,Poland,0,1,Deyna,Kazimierz,12,Poland,POL,44',44,0,first half,0,0,1974
914,1974 FIFA Men's World Cup,Poland vs Italy,M-1974-24,1974-06-23,P-93703,Italy,1,0,Capello,Fabio,8,Italy,ITA,85',85,0,second half,0,0,1974
915,1974 FIFA Men's World Cup,Serbia vs Germany,M-1974-25,1974-06-26,P-48686,Germany,1,0,Breitner,Paul,3,Germany,DEU,39',39,0,first half,0,0,1974
916,1974 FIFA Men's World Cup,Serbia vs Germany,M-1974-25,1974-06-26,P-72441,Germany,1,0,Müller,Gerd,13,Germany,DEU,82',82,0,second half,0,0,1974
917,1974 FIFA Men's World Cup,Brazil vs Germany,M-1974-26,1974-06-26,P-85778,Brazil,0,1,Rivellino,not applicable,10,Brazil,BRA,60',60,0,second half,0,0,1974
918,1974 FIFA Men's World Cup,Netherlands vs Argentina,M-1974-27,1974-06-26,P-50564,Netherlands,0,1,Cruyff,Johan,14,Netherlands,NLD,11',11,0,first half,0,0,1974
919,1974 FIFA Men's World Cup,Netherlands vs Argentina,M-1974-27,1974-06-26,P-31830,Netherlands,0,1,Krol,Ruud,12,Netherlands,NLD,25',25,0,first half,0,0,1974
920,1974 FIFA Men's World Cup,Netherlands vs Argentina,M-1974-27,1974-06-26,P-89554,Netherlands,0,1,Rep,Johnny,16,Netherlands,NLD,73',73,0,second half,0,0,1974
921,1974 FIFA Men's World Cup,Netherlands vs Argentina,M-1974-27,1974-06-26,P-50564,Netherlands,0,1,Cruyff,Johan,14,Netherlands,NLD,90',90,0,second half,0,0,1974
922,1974 FIFA Men's World Cup,Sweden vs Poland,M-1974-28,1974-06-26,P-21597,Poland,1,0,Lato,Grzegorz,16,Poland,POL,43',43,0,first half,0,0,1974
923,1974 FIFA Men's World Cup,Argentina vs Brazil,M-1974-29,1974-06-30,P-85778,Brazil,1,0,Rivellino,not applicable,10,Brazil,BRA,32',32,0,first half,0,0,1974
924,1974 FIFA Men's World Cup,Argentina vs Brazil,M-1974-29,1974-06-30,P-79103,Argentina,0,1,Brindisi,Miguel Ángel,6,Argentina,ARG,35',35,0,first half,0,0,1974
925,1974 FIFA Men's World Cup,Argentina vs Brazil,M-1974-29,1974-06-30,P-77430,Brazil,1,0,Jairzinho,not applicable,7,Brazil,BRA,49',49,0,second half,0,0,1974
926,1974 FIFA Men's World Cup,Germany vs Netherlands,M-1974-30,1974-06-30,P-16991,Netherlands,1,0,Neeskens,Johan,13,Netherlands,NLD,7',7,0,first half,0,0,1974
927,1974 FIFA Men's World Cup,Germany vs Netherlands,M-1974-30,1974-06-30,P-63266,Netherlands,1,0,Rensenbrink,Rob,15,Netherlands,NLD,59',59,0,second half,0,0,1974
928,1974 FIFA Men's World Cup,Poland vs Serbia,M-1974-31,1974-06-30,P-29548,Poland,0,1,Deyna,Kazimierz,12,Poland,POL,24',24,0,first half,0,1,1974
929,1974 FIFA Men's World Cup,Poland vs Serbia,M-1974-31,1974-06-30,P-80725,Serbia,1,0,Karasi,Stanislav,18,Serbia,YUG,43',43,0,first half,0,0,1974
930,1974 FIFA Men's World Cup,Poland vs Serbia,M-1974-31,1974-06-30,P-21597,Poland,0,1,Lato,Grzegorz,16,Poland,POL,62',62,0,second half,0,0,1974
931,1974 FIFA Men's World Cup,Germany vs Sweden,M-1974-32,1974-06-30,P-39318,Sweden,1,0,Edström,Ralf,10,Sweden,SWE,24',24,0,first half,0,0,1974
932,1974 FIFA Men's World Cup,Germany vs Sweden,M-1974-32,1974-06-30,P-60896,Germany,0,1,Overath,Wolfgang,12,Germany,DEU,51',51,0,second half,0,0,1974
933,1974 FIFA Men's World Cup,Germany vs Sweden,M-1974-32,1974-06-30,P-41102,Germany,0,1,Bonhof,Rainer,16,Germany,DEU,52',52,0,second half,0,0,1974
934,1974 FIFA Men's World Cup,Germany vs Sweden,M-1974-32,1974-06-30,P-94413,Sweden,1,0,Sandberg,Roland,11,Sweden,SWE,53',53,0,second half,0,0,1974
935,1974 FIFA Men's World Cup,Germany vs Sweden,M-1974-32,1974-06-30,P-48733,Germany,0,1,Grabowski,Jürgen,9,Germany,DEU,76',76,0,second half,0,0,1974
936,1974 FIFA Men's World Cup,Germany vs Sweden,M-1974-32,1974-06-30,P-92173,Germany,0,1,Hoeneß,Uli,14,Germany,DEU,89',89,0,second half,0,1,1974
937,1974 FIFA Men's World Cup,Poland vs Germany,M-1974-33,1974-07-03,P-72441,Germany,1,0,Müller,Gerd,13,Germany,DEU,76',76,0,second half,0,0,1974
938,1974 FIFA Men's World Cup,Argentina vs Germany,M-1974-34,1974-07-03,P-91963,Germany,1,0,Streich,Joachim,11,Germany,DDR,14',14,0,first half,0,0,1974
939,1974 FIFA Men's World Cup,Argentina vs Germany,M-1974-34,1974-07-03,P-04739,Argentina,0,1,Houseman,René,11,Argentina,ARG,20',20,0,first half,0,0,1974
940,1974 FIFA Men's World Cup,Netherlands vs Brazil,M-1974-35,1974-07-03,P-16991,Netherlands,0,1,Neeskens,Johan,13,Netherlands,NLD,50',50,0,second half,0,0,1974
941,1974 FIFA Men's World Cup,Netherlands vs Brazil,M-1974-35,1974-07-03,P-50564,Netherlands,0,1,Cruyff,Johan,14,Netherlands,NLD,65',65,0,second half,0,0,1974
942,1974 FIFA Men's World Cup,Sweden vs Serbia,M-1974-36,1974-07-03,P-28747,Serbia,1,0,Šurjak,Ivica,9,Serbia,YUG,27',27,0,first half,0,0,1974
943,1974 FIFA Men's World Cup,Sweden vs Serbia,M-1974-36,1974-07-03,P-39318,Sweden,0,1,Edström,Ralf,10,Sweden,SWE,29',29,0,first half,0,0,1974
944,1974 FIFA Men's World Cup,Sweden vs Serbia,M-1974-36,1974-07-03,P-52989,Sweden,0,1,Torstensson,Conny,8,Sweden,SWE,85',85,0,second half,0,0,1974
945,1974 FIFA Men's World Cup,Brazil vs Poland,M-1974-37,1974-07-06,P-21597,Poland,1,0,Lato,Grzegorz,16,Poland,POL,76',76,0,second half,0,0,1974
946,1974 FIFA Men's World Cup,Netherlands vs Germany,M-1974-38,1974-07-07,P-16991,Netherlands,0,1,Neeskens,Johan,13,Netherlands,NLD,2',2,0,first half,0,1,1974
947,1974 FIFA Men's World Cup,Netherlands vs Germany,M-1974-38,1974-07-07,P-48686,Germany,1,0,Breitner,Paul,3,Germany,DEU,25',25,0,first half,0,1,1974
948,1974 FIFA Men's World Cup,Netherlands vs Germany,M-1974-38,1974-07-07,P-72441,Germany,1,0,Müller,Gerd,13,Germany,DEU,43',43,0,first half,0,0,1974
949,1978 FIFA Men's World Cup,Italy vs France,M-1978-02,1978-06-02,P-16067,France,1,0,Lacombe,Bernard,17,France,FRA,1',1,0,first half,0,0,1978
950,1978 FIFA Men's World Cup,Italy vs France,M-1978-02,1978-06-02,P-91717,Italy,0,1,Rossi,Paolo,21,Italy,ITA,29',29,0,first half,0,0,1978
951,1978 FIFA Men's World Cup,Italy vs France,M-1978-02,1978-06-02,P-17293,Italy,0,1,Zaccarelli,Renato,15,Italy,ITA,54',54,0,second half,0,0,1978
952,1978 FIFA Men's World Cup,Tunisia vs Mexico,M-1978-03,1978-06-02,P-84173,Mexico,1,0,Vázquez Ayala,Arturo,5,Mexico,MEX,45',45,0,first half,0,1,1978
