group,home_team,away_team,home_score,away_score,probability
F,Japan,Tunisia,1,4,0.00109223
F,Japan,Tunisia,1,5,0.00013212
F,Japan,Tunisia,2,0,0.12265273
F,Japan,Tunisia,2,1,0.07418428
F,Japan,Tunisia,2,2,0.02243451
F,Japan,Tunisia,2,3,0.00452303
F,Japan,Tunisia,2,4,0.00068392
F,Japan,Tunisia,2,5,8.273e-05
F,Japan,Tunisia,3,0,0.05120068
F,Japan,Tunisia,3,1,0.0309678
F,Japan,Tunisia,3,2,0.00936516
F,Japan,Tunisia,3,3,0.00188811
F,Japan,Tunisia,3,4,0.0002855
F,Japan,Tunisia,3,5,3.454e-05
F,Japan,Tunisia,4,0,0.01603007
F,Japan,Tunisia,4,1,0.0096955
F,Japan,Tunisia,4,2,0.00293207
F,Japan,Tunisia,4,3,0.00059114
F,Japan,Tunisia,4,4,8.938e-05
F,Japan,Tunisia,4,5,1.081e-05
F,Japan,Tunisia,5,0,0.004015
F,Japan,Tunisia,5,1,0.0024284
F,Japan,Tunisia,5,2,0.00073439
F,Japan,Tunisia,5,3,0.00014806
F,Japan,Tunisia,5,4,2.239e-05
F,Japan,Tunisia,5,5,2.71e-06
F,Japan,Sweden,0,0,0.07943383
F,Japan,Sweden,0,1,0.05791671
F,Japan,Sweden,0,2,0.02754697
F,Japan,Sweden,0,3,0.00794176
F,Japan,Sweden,0,4,0.0017172
F,Japan,Sweden,0,5,0.00029704
F,Japan,Sweden,1,0,0.12333009
F,Japan,Sweden,1,1,0.11745307
F,Japan,Sweden,1,2,0.04829137
F,Japan,Sweden,1,3,0.01392234
F,Japan,Sweden,1,4,0.00301035
F,Japan,Sweden,1,5,0.00052073
F,Japan,Sweden,2,0,0.11317152
F,Japan,Sweden,2,1,0.09788164
F,Japan,Sweden,2,2,0.04232874
F,Japan,Sweden,2,3,0.01220332
F,Japan,Sweden,2,4,0.00263865
F,Japan,Sweden,2,5,0.00045643
F,Japan,Sweden,3,0,0.066132
F,Japan,Sweden,3,1,0.05719732
F,Japan,Sweden,3,2,0.02473488
F,Japan,Sweden,3,3,0.00713104
F,Japan,Sweden,3,4,0.0015419
F,Japan,Sweden,3,5,0.00026672
F,Japan,Sweden,4,0,0.02898327
F,Japan,Sweden,4,1,0.02506753
F,Japan,Sweden,4,2,0.01084041
F,Japan,Sweden,4,3,0.00312528
F,Japan,Sweden,4,4,0.00067576
F,Japan,Sweden,4,5,0.00011689
F,Japan,Sweden,5,0,0.01016186
F,Japan,Sweden,5,1,0.00878895
F,Japan,Sweden,5,2,0.00380077
F,Japan,Sweden,5,3,0.00109576
F,Japan,Sweden,5,4,0.00023693
F,Japan,Sweden,5,5,4.098e-05
F,Tunisia,Sweden,0,0,0.12716695
F,Tunisia,Sweden,0,1,0.1217709
F,Tunisia,Sweden,0,2,0.06898723
F,Tunisia,Sweden,0,3,0.02464026
F,Tunisia,Sweden,0,4,0.0066006
F,Tunisia,Sweden,0,5,0.00141453
F,Tunisia,Sweden,1,0,0.11905633
F,Tunisia,Sweden,1,1,0.14206077
F,Tunisia,Sweden,1,2,0.07236242
F,Tunisia,Sweden,1,3,0.02584578
F,Tunisia,Sweden,1,4,0.00692353
F,Tunisia,Sweden,1,5,0.00148373
F,Tunisia,Sweden,2,0,0.06610919
F,Tunisia,Sweden,2,1,0.07083691
F,Tunisia,Sweden,2,2,0.03795137
F,Tunisia,Sweden,2,3,0.01355514
F,Tunisia,Sweden,2,4,0.00363113
F,Tunisia,Sweden,2,5,0.00077816
F,Tunisia,Sweden,3,0,0.02311452
F,Tunisia,Sweden,3,1,0.02476753
F,Tunisia,Sweden,3,2,0.01326938
F,Tunisia,Sweden,3,3,0.00473944
F,Tunisia,Sweden,3,4,0.00126959
F,Tunisia,Sweden,3,5,0.00027208
F,Tunisia,Sweden,4,0,0.00606135
F,Tunisia,Sweden,4,1,0.00649482
F,Tunisia,Sweden,4,2,0.00347964
F,Tunisia,Sweden,4,3,0.00124283
F,Tunisia,Sweden,4,4,0.00033293
F,Tunisia,Sweden,4,5,7.135e-05
F,Tunisia,Sweden,5,0,0.00127158
F,Tunisia,Sweden,5,1,0.00136252
F,Tunisia,Sweden,5,2,0.00072998
F,Tunisia,Sweden,5,3,0.00026073
F,Tunisia,Sweden,5,4,6.984e-05
F,Tunisia,Sweden,5,5,1.497e-05
G,Belgium,Egypt,0,0,0.14439394
G,Belgium,Egypt,0,1,0.09957072
G,Belgium,Egypt,0,2,0.04098079
G,Belgium,Egypt,0,3,0.01053816
G,Belgium,Egypt,0,4,0.00203241
G,Belgium,Egypt,0,5,0.00031358
G,Belgium,Egypt,1,0,0.16035655
G,Belgium,Egypt,1,1,0.13552792
G,Belgium,Egypt,1,2,0.0497022
G,Belgium,Egypt,1,3,0.01278086
G,Belgium,Egypt,1,4,0.00246494
G,Belgium,Egypt,1,5,0.00038031
G,Belgium,Egypt,2,0,0.10128834
G,Belgium,Egypt,2,1,0.07813851
G,Belgium,Egypt,2,2,0.03013983
G,Belgium,Egypt,2,3,0.00775042
G,Belgium,Egypt,2,4,0.00149476
G,Belgium,Egypt,2,5,0.00023063
G,Belgium,Egypt,3,0,0.04094807
G,Belgium,Egypt,3,1,0.03158924
G,Belgium,Egypt,3,2,0.0121847
G,Belgium,Egypt,3,3,0.00313328
G,Belgium,Egypt,3,4,0.00060429
G,Belgium,Egypt,3,5,9.324e-05
G,Belgium,Egypt,4,0,0.01241563
G,Belgium,Egypt,4,1,0.00957799
G,Belgium,Egypt,4,2,0.00369445
G,Belgium,Egypt,4,3,0.00095002
G,Belgium,Egypt,4,4,0.00018322
G,Belgium,Egypt,4,5,2.827e-05
G,Belgium,Egypt,5,0,0.00301158
G,Belgium,Egypt,5,1,0.00232327
G,Belgium,Egypt,5,2,0.00089614
G,Belgium,Egypt,5,3,0.00023044
G,Belgium,Egypt,5,4,4.444e-05
G,Belgium,Egypt,5,5,6.86e-06
G,Belgium,Iran,0,0,0.09436172
G,Belgium,Iran,0,1,0.08016193
G,Belgium,Iran,0,2,0.04275113
G,Belgium,Iran,0,3,0.01405838
G,Belgium,Iran,0,4,0.00346724
G,Belgium,Iran,0,5,0.00068411
G,Belgium,Iran,1,0,0.12087152
G,Belgium,Iran,1,1,0.13217143
G,Belgium,Iran,1,2,0.06198514
G,Belgium,Iran,1,3,0.02038334
G,Belgium,Iran,1,4,0.00502718
G,Belgium,Iran,1,5,0.00099189
G,Belgium,Iran,2,0,0.09234423
G,Belgium,Iran,2,1,0.09110006
G,Belgium,Iran,2,2,0.04493633
G,Belgium,Iran,2,3,0.01477696
G,Belgium,Iran,2,4,0.00364447
G,Belgium,Iran,2,5,0.00071907
G,Belgium,Iran,3,0,0.04463016
G,Belgium,Iran,3,1,0.04402885
G,Belgium,Iran,3,2,0.02171782
G,Belgium,Iran,3,3,0.00714174
G,Belgium,Iran,3,4,0.00176138
G,Belgium,Iran,3,5,0.00034753
G,Belgium,Iran,4,0,0.01617739
G,Belgium,Iran,4,1,0.01595943
G,Belgium,Iran,4,2,0.0078722
G,Belgium,Iran,4,3,0.00258871
G,Belgium,Iran,4,4,0.00063846
G,Belgium,Iran,4,5,0.00012597
G,Belgium,Iran,5,0,0.00469114
G,Belgium,Iran,5,1,0.00462794
G,Belgium,Iran,5,2,0.00228279
G,Belgium,Iran,5,3,0.00075068
G,Belgium,Iran,5,4,0.00018514
G,Belgium,Iran,5,5,3.653e-05
G,Belgium,New Zealand,0,0,0.10875281
G,Belgium,New Zealand,0,1,0.05694759
G,Belgium,New Zealand,0,2,0.0188097
G,Belgium,New Zealand,0,3,0.00378283
G,Belgium,New Zealand,0,4,0.00057057
G,Belgium,New Zealand,0,5,6.885e-05
G,Belgium,New Zealand,1,0,0.16758235
G,Belgium,New Zealand,1,1,0.10977401
G,Belgium,New Zealand,1,2,0.03148447
G,Belgium,New Zealand,1,3,0.00633185
G,Belgium,New Zealand,1,4,0.00095505
G,Belgium,New Zealand,1,5,0.00011524
G,Belgium,New Zealand,2,0,0.14477697
G,Belgium,New Zealand,2,1,0.08734845
G,Belgium,New Zealand,2,2,0.02635002
G,Belgium,New Zealand,2,3,0.00529926
G,Belgium,New Zealand,2,4,0.0007993
G,Belgium,New Zealand,2,5,9.645e-05
G,Belgium,New Zealand,3,0,0.08077794
G,Belgium,New Zealand,3,1,0.04873585
G,Belgium,New Zealand,3,2,0.01470193
G,Belgium,New Zealand,3,3,0.00295671
G,Belgium,New Zealand,3,4,0.00044597
G,Belgium,New Zealand,3,5,5.381e-05
G,Belgium,New Zealand,4,0,0.03380239
G,Belgium,New Zealand,4,1,0.02039403
G,Belgium,New Zealand,4,2,0.00615218
G,Belgium,New Zealand,4,3,0.00123727
G,Belgium,New Zealand,4,4,0.00018662
G,Belgium,New Zealand,4,5,2.252e-05
G,Belgium,New Zealand,5,0,0.01131597
G,Belgium,New Zealand,5,1,0.00682728
G,Belgium,New Zealand,5,2,0.00205955
G,Belgium,New Zealand,5,3,0.0004142
G,Belgium,New Zealand,5,4,6.247e-05
G,Belgium,New Zealand,5,5,7.54e-06
G,Egypt,Iran,0,0,0.16590701
G,Egypt,Iran,0,1,0.14419338
G,Egypt,Iran,0,2,0.07186987
G,Egypt,Iran,0,3,0.02278174
G,Egypt,Iran,0,4,0.00541612
G,Egypt,Iran,0,5,0.0010301
G,Egypt,Iran,1,0,0.13434565
G,Egypt,Iran,1,1,0.14133421
G,Egypt,Iran,1,2,0.06389246
G,Egypt,Iran,1,3,0.02025301
G,Egypt,Iran,1,4,0.00481494
G,Egypt,Iran,1,5,0.00091576
G,Egypt,Iran,2,0,0.06281016
G,Egypt,Iran,2,1,0.05972981
G,Egypt,Iran,2,2,0.02840026
G,Egypt,Iran,2,3,0.00900248
G,Egypt,Iran,2,4,0.00214025
G,Egypt,Iran,2,5,0.00040706
G,Egypt,Iran,3,0,0.01861279
G,Egypt,Iran,3,1,0.01769997
G,Egypt,Iran,3,2,0.00841596
G,Egypt,Iran,3,3,0.00266774
G,Egypt,Iran,3,4,0.00063423
G,Egypt,Iran,3,5,0.00012062
G,Egypt,Iran,4,0,0.0041367
G,Egypt,Iran,4,1,0.00393383
G,Egypt,Iran,4,2,0.00187045
G,Egypt,Iran,4,3,0.00059291
G,Egypt,Iran,4,4,0.00014096
G,Egypt,Iran,4,5,2.681e-05
G,Egypt,Iran,5,0,0.00073551
G,Egypt,Iran,5,1,0.00069944
G,Egypt,Iran,5,2,0.00033257
G,Egypt,Iran,5,3,0.00010542
G,Egypt,Iran,5,4,2.506e-05
G,Egypt,Iran,5,5,4.77e-06
G,Egypt,New Zealand,0,0,0.20664992
G,Egypt,New Zealand,0,1,0.11038292
G,Egypt,New Zealand,0,2,0.0339
G,Egypt,New Zealand,0,3,0.00657183
G,Egypt,New Zealand,0,4,0.00095551
G,Egypt,New Zealand,0,5,0.00011114
G,Egypt,New Zealand,1,0,0.1995304
G,Egypt,New Zealand,1,1,0.12584266
G,Egypt,New Zealand,1,2,0.03479181
G,Egypt,New Zealand,1,3,0.00674472
G,Egypt,New Zealand,1,4,0.00098065
G,Egypt,New Zealand,1,5,0.00011406
G,Egypt,New Zealand,2,0,0.10556945
G,Egypt,New Zealand,2,1,0.06139688
G,Egypt,New Zealand,2,2,0.01785354
G,Egypt,New Zealand,2,3,0.00346108
G,Egypt,New Zealand,2,4,0.00050322
G,Egypt,New Zealand,2,5,5.853e-05
G,Egypt,New Zealand,3,0,0.03611556
G,Egypt,New Zealand,3,1,0.02100402
G,Egypt,New Zealand,3,2,0.00610774
G,Egypt,New Zealand,3,3,0.00118404
G,Egypt,New Zealand,3,4,0.00017215
G,Egypt,New Zealand,3,5,2.002e-05
G,Egypt,New Zealand,4,0,0.00926641
G,Egypt,New Zealand,4,1,0.00538914
G,Egypt,New Zealand,4,2,0.0015671
G,Egypt,New Zealand,4,3,0.0003038
G,Egypt,New Zealand,4,4,4.417e-05
G,Egypt,New Zealand,4,5,5.14e-06
G,Egypt,New Zealand,5,0,0.00190204
G,Egypt,New Zealand,5,1,0.00110618
G,Egypt,New Zealand,5,2,0.00032167
G,Egypt,New Zealand,5,3,6.236e-05
G,Egypt,New Zealand,5,4,9.07e-06
G,Egypt,New Zealand,5,5,1.05e-06
G,Iran,New Zealand,0,0,0.14098388
G,Iran,New Zealand,0,1,0.08723644
G,Iran,New Zealand,0,2,0.03253803
G,Iran,New Zealand,0,3,0.00754089
G,Iran,New Zealand,0,4,0.00131074
G,Iran,New Zealand,0,5,0.00018226
G,Iran,New Zealand,1,0,0.17032163
G,Iran,New Zealand,1,1,0.12920458
G,Iran,New Zealand,1,2,0.04270432
G,Iran,New Zealand,1,3,0.00989699
G,Iran,New Zealand,1,4,0.00172027
G,Iran,New Zealand,1,5,0.00023921
G,Iran,New Zealand,2,0,0.1159436
G,Iran,New Zealand,2,1,0.08061197
G,Iran,New Zealand,2,2,0.0280235
G,Iran,New Zealand,2,3,0.00649462
G,Iran,New Zealand,2,4,0.00112888
G,Iran,New Zealand,2,5,0.00015697
G,Iran,New Zealand,3,0,0.05072313
G,Iran,New Zealand,3,1,0.03526621
G,Iran,New Zealand,3,2,0.01225975
G,Iran,New Zealand,3,3,0.00284127
G,Iran,New Zealand,3,4,0.00049386
G,Iran,New Zealand,3,5,6.867e-05
G,Iran,New Zealand,4,0,0.01664281
G,Iran,New Zealand,4,1,0.01157123
G,Iran,New Zealand,4,2,0.00402256
G,Iran,New Zealand,4,3,0.00093225
G,Iran,New Zealand,4,4,0.00016204
G,Iran,New Zealand,4,5,2.253e-05
G,Iran,New Zealand,5,0,0.00436855
G,Iran,New Zealand,5,1,0.00303732
G,Iran,New Zealand,5,2,0.00105588
G,Iran,New Zealand,5,3,0.00024471
G,Iran,New Zealand,5,4,4.253e-05
G,Iran,New Zealand,5,5,5.91e-06
H,Spain,Uruguay,0,0,0.15622613
H,Spain,Uruguay,0,1,0.09607303
H,Spain,Uruguay,0,2,0.03509409
H,Spain,Uruguay,0,3,0.00800814
H,Spain,Uruguay,0,4,0.00137054
H,Spain,Uruguay,0,5,0.00018765
H,Spain,Uruguay,1,0,0.17562968
H,Spain,Uruguay,1,1,0.13110598
H,Spain,Uruguay,1,2,0.04266605
H,Spain,Uruguay,1,3,0.00973599
H,Spain,Uruguay,1,4,0.00166624
H,Spain,Uruguay,1,5,0.00022813
H,Spain,Uruguay,2,0,0.11068616
H,Spain,Uruguay,2,1,0.07577258
H,Spain,Uruguay,2,2,0.02593587
H,Spain,Uruguay,2,3,0.00591832
H,Spain,Uruguay,2,4,0.00101288
H,Spain,Uruguay,2,5,0.00013868
H,Spain,Uruguay,3,0,0.044856
H,Spain,Uruguay,3,1,0.03070714
H,Spain,Uruguay,3,2,0.01051061
H,Spain,Uruguay,3,3,0.00239842
H,Spain,Uruguay,3,4,0.00041047
H,Spain,Uruguay,3,5,5.62e-05
H,Spain,Uruguay,4,0,0.01363355
H,Spain,Uruguay,4,1,0.00933314
H,Spain,Uruguay,4,2,0.0031946
H,Spain,Uruguay,4,3,0.00072898
H,Spain,Uruguay,4,4,0.00012476
H,Spain,Uruguay,4,5,1.708e-05
H,Spain,Uruguay,5,0,0.00331503
H,Spain,Uruguay,5,1,0.00226937
H,Spain,Uruguay,5,2,0.00077677
H,Spain,Uruguay,5,3,0.00017725
H,Spain,Uruguay,5,4,3.034e-05
H,Spain,Uruguay,5,5,4.15e-06
H,Spain,Saudi Arabia,0,0,0.07438099
H,Spain,Saudi Arabia,0,1,0.02591373
H,Spain,Saudi Arabia,0,2,0.0060709
H,Spain,Saudi Arabia,0,3,0.00083717
H,Spain,Saudi Arabia,0,4,8.658e-05
H,Spain,Saudi Arabia,0,5,7.16e-06
H,Spain,Saudi Arabia,1,0,0.15693217
H,Spain,Saudi Arabia,1,1,0.0697794
H,Spain,Saudi Arabia,1,2,0.01372299
H,Spain,Saudi Arabia,1,3,0.00189238
H,Spain,Saudi Arabia,1,4,0.00019572
H,Spain,Saudi Arabia,1,5,1.619e-05
H,Spain,Saudi Arabia,2,0,0.1812523
H,Spain,Saudi Arabia,2,1,0.0749832
H,Spain,Saudi Arabia,2,2,0.01551009
H,Spain,Saudi Arabia,2,3,0.00213882
H,Spain,Saudi Arabia,2,4,0.0002212
H,Spain,Saudi Arabia,2,5,1.83e-05
H,Spain,Saudi Arabia,3,0,0.13657081
H,Spain,Saudi Arabia,3,1,0.05649868
H,Spain,Saudi Arabia,3,2,0.01168662
H,Spain,Saudi Arabia,3,3,0.00161157
H,Spain,Saudi Arabia,3,4,0.00016667
H,Spain,Saudi Arabia,3,5,1.379e-05
H,Spain,Saudi Arabia,4,0,0.077178
H,Spain,Saudi Arabia,4,1,0.03192816
H,Spain,Saudi Arabia,4,2,0.00660426
H,Spain,Saudi Arabia,4,3,0.00091072
H,Spain,Saudi Arabia,4,4,9.419e-05
H,Spain,Saudi Arabia,4,5,7.79e-06
H,Spain,Saudi Arabia,5,0,0.03489146
H,Spain,Saudi Arabia,5,1,0.01443443
H,Spain,Saudi Arabia,5,2,0.00298573
H,Spain,Saudi Arabia,5,3,0.00041173
H,Spain,Saudi Arabia,5,4,4.258e-05
H,Spain,Saudi Arabia,5,5,3.52e-06
H,Spain,Cape Verde,0,0,0.05117281
H,Spain,Cape Verde,0,1,0.01841354
H,Spain,Cape Verde,0,2,0.00471598
H,Spain,Cape Verde,0,3,0.00069501
H,Spain,Cape Verde,0,4,7.682e-05
H,Spain,Cape Verde,0,5,6.79e-06
H,Spain,Cape Verde,1,0,0.12460523
H,Spain,Cape Verde,1,1,0.05930133
H,Spain,Cape Verde,1,2,0.01246365
H,Spain,Cape Verde,1,3,0.00183681
H,Spain,Cape Verde,1,4,0.00020302
H,Spain,Cape Verde,1,5,1.795e-05
H,Spain,Cape Verde,2,0,0.16851525
H,Spain,Cape Verde,2,1,0.07450386
H,Spain,Cape Verde,2,2,0.0164698
H,Spain,Cape Verde,2,3,0.00242721
H,Spain,Cape Verde,2,4,0.00026828
H,Spain,Cape Verde,2,5,2.372e-05
H,Spain,Cape Verde,3,0,0.14845374
H,Spain,Cape Verde,3,1,0.06563427
H,Spain,Cape Verde,3,2,0.01450909
H,Spain,Cape Verde,3,3,0.00213825
H,Spain,Cape Verde,3,4,0.00023634
H,Spain,Cape Verde,3,5,2.09e-05
H,Spain,Cape Verde,4,0,0.09808539
H,Spain,Cape Verde,4,1,0.04336545
H,Spain,Cape Verde,4,2,0.00958635
H,Spain,Cape Verde,4,3,0.00141277
H,Spain,Cape Verde,4,4,0.00015615
H,Spain,Cape Verde,4,5,1.381e-05
H,Spain,Cape Verde,5,0,0.05184507
H,Spain,Cape Verde,5,1,0.02292171
H,Spain,Cape Verde,5,2,0.00506707
H,Spain,Cape Verde,5,3,0.00074675
H,Spain,Cape Verde,5,4,8.254e-05
H,Spain,Cape Verde,5,5,7.3e-06
H,Uruguay,Saudi Arabia,0,0,0.19957563
H,Uruguay,Saudi Arabia,0,1,0.07320122
H,Uruguay,Saudi Arabia,0,2,0.01571938
H,Uruguay,Saudi Arabia,0,3,0.00210627
H,Uruguay,Saudi Arabia,0,4,0.00021167
H,Uruguay,Saudi Arabia,0,5,1.702e-05
H,Uruguay,Saudi Arabia,1,0,0.23562161
H,Uruguay,Saudi Arabia,1,1,0.10173717
H,Uruguay,Saudi Arabia,1,2,0.01944105
H,Uruguay,Saudi Arabia,1,3,0.00260494
H,Uruguay,Saudi Arabia,1,4,0.00026178
H,Uruguay,Saudi Arabia,1,5,2.105e-05
H,Uruguay,Saudi Arabia,2,0,0.14880114
H,Uruguay,Saudi Arabia,2,1,0.05981433
H,Uruguay,Saudi Arabia,2,2,0.01202193
H,Uruguay,Saudi Arabia,2,3,0.00161084
H,Uruguay,Saudi Arabia,2,4,0.00016188
H,Uruguay,Saudi Arabia,2,5,1.301e-05
H,Uruguay,Saudi Arabia,3,0,0.06134363
H,Uruguay,Saudi Arabia,3,1,0.0246586
H,Uruguay,Saudi Arabia,3,2,0.00495607
H,Uruguay,Saudi Arabia,3,3,0.00066407
H,Uruguay,Saudi Arabia,3,4,6.674e-05
H,Uruguay,Saudi Arabia,3,5,5.37e-06
H,Uruguay,Saudi Arabia,4,0,0.0189668
H,Uruguay,Saudi Arabia,4,1,0.00762418
H,Uruguay,Saudi Arabia,4,2,0.00153236
H,Uruguay,Saudi Arabia,4,3,0.00020532
H,Uruguay,Saudi Arabia,4,4,2.063e-05
H,Uruguay,Saudi Arabia,4,5,1.66e-06
H,Uruguay,Saudi Arabia,5,0,0.00469146
H,Uruguay,Saudi Arabia,5,1,0.00188585
H,Uruguay,Saudi Arabia,5,2,0.00037903
H,Uruguay,Saudi Arabia,5,3,5.079e-05
H,Uruguay,Saudi Arabia,5,4,5.1e-06
H,Uruguay,Saudi Arabia,5,5,4.1e-07
H,Uruguay,Cape Verde,0,0,0.15879269
H,Uruguay,Cape Verde,0,1,0.06114091
H,Uruguay,Cape Verde,0,2,0.01419597
H,Uruguay,Cape Verde,0,3,0.00203283
H,Uruguay,Cape Verde,0,4,0.00021832
H,Uruguay,Cape Verde,0,5,1.876e-05
H,Uruguay,Cape Verde,1,0,0.2175051
H,Uruguay,Cape Verde,1,1,0.10051433
H,Uruguay,Cape Verde,1,2,0.02052708
H,Uruguay,Cape Verde,1,3,0.00293944
H,Uruguay,Cape Verde,1,4,0.00031569
H,Uruguay,Cape Verde,1,5,2.712e-05
H,Uruguay,Cape Verde,2,0,0.16083221
H,Uruguay,Cape Verde,2,1,0.06909254
H,Uruguay,Cape Verde,2,2,0.01484087
H,Uruguay,Cape Verde,2,3,0.00212518
H,Uruguay,Cape Verde,2,4,0.00022824
H,Uruguay,Cape Verde,2,5,1.961e-05
H,Uruguay,Cape Verde,3,0,0.07752001
H,Uruguay,Cape Verde,3,1,0.03330212
H,Uruguay,Cape Verde,3,2,0.00715319
H,Uruguay,Cape Verde,3,3,0.00102432
H,Uruguay,Cape Verde,3,4,0.00011001
H,Uruguay,Cape Verde,3,5,9.45e-06
H,Uruguay,Cape Verde,4,0,0.02802308
H,Uruguay,Cape Verde,4,1,0.01203855
H,Uruguay,Cape Verde,4,2,0.00258584
H,Uruguay,Cape Verde,4,3,0.00037029
H,Uruguay,Cape Verde,4,4,3.977e-05
H,Uruguay,Cape Verde,4,5,3.42e-06
H,Uruguay,Cape Verde,5,0,0.00810416
H,Uruguay,Cape Verde,5,1,0.0034815
H,Uruguay,Cape Verde,5,2,0.00074782
H,Uruguay,Cape Verde,5,3,0.00010709
H,Uruguay,Cape Verde,5,4,1.15e-05
H,Uruguay,Cape Verde,5,5,9.9e-07
H,Saudi Arabia,Cape Verde,0,0,0.19464515
H,Saudi Arabia,Cape Verde,0,1,0.14325667
H,Saudi Arabia,Cape Verde,0,2,0.05992427
H,Saudi Arabia,Cape Verde,0,3,0.01595463
H,Saudi Arabia,Cape Verde,0,4,0.0031859
H,Saudi Arabia,Cape Verde,0,5,0.00050894
H,Saudi Arabia,Cape Verde,1,0,0.15736153
H,Saudi Arabia,Cape Verde,1,1,0.13790502
H,Saudi Arabia,Cape Verde,1,2,0.05236323
H,Saudi Arabia,Cape Verde,1,3,0.01394153
H,Saudi Arabia,Cape Verde,1,4,0.00278391
H,Saudi Arabia,Cape Verde,1,5,0.00044472
H,Saudi Arabia,Cape Verde,2,0,0.0717199
H,Saudi Arabia,Cape Verde,2,1,0.05728553
H,Saudi Arabia,Cape Verde,2,2,0.02287811
H,Saudi Arabia,Cape Verde,2,3,0.00609122
H,Saudi Arabia,Cape Verde,2,4,0.00121632
H,Saudi Arabia,Cape Verde,2,5,0.00019431
H,Saudi Arabia,Cape Verde,3,0,0.02089018
H,Saudi Arabia,Cape Verde,3,1,0.01668581
H,Saudi Arabia,Cape Verde,3,2,0.00666381
H,Saudi Arabia,Cape Verde,3,3,0.00177422
H,Saudi Arabia,Cape Verde,3,4,0.00035428
H,Saudi Arabia,Cape Verde,3,5,5.66e-05
H,Saudi Arabia,Cape Verde,4,0,0.00456358
H,Saudi Arabia,Cape Verde,4,1,0.00364511
H,Saudi Arabia,Cape Verde,4,2,0.00145575
H,Saudi Arabia,Cape Verde,4,3,0.00038759
H,Saudi Arabia,Cape Verde,4,4,7.74e-05
H,Saudi Arabia,Cape Verde,4,5,1.236e-05
H,Saudi Arabia,Cape Verde,5,0,0.00079755
H,Saudi Arabia,Cape Verde,5,1,0.00063704
H,Saudi Arabia,Cape Verde,5,2,0.00025441
H,Saudi Arabia,Cape Verde,5,3,6.774e-05
H,Saudi Arabia,Cape Verde,5,4,1.353e-05
H,Saudi Arabia,Cape Verde,5,5,2.16e-06
I,France,Senegal,0,0,0.1201128
I,France,Senegal,0,1,0.08532755
I,France,Senegal,0,2,0.03712669
I,France,Senegal,0,3,0.01000548
I,France,Senegal,0,4,0.00202232
I,France,Senegal,0,5,0.000327
I,France,Senegal,1,0,0.14907809
I,France,Senegal,1,1,0.13230972
I,France,Senegal,1,2,0.05085173
I,France,Senegal,1,3,0.01370432
I,France,Senegal,1,4,0.00276994
I,France,Senegal,1,5,0.00044789
I,France,Senegal,2,0,0.10655639
I,France,Senegal,2,1,0.08614943
I,France,Senegal,2,2,0.03482534
I,France,Senegal,2,3,0.00938527
I,France,Senegal,2,4,0.00189697
I,France,Senegal,2,5,0.00030673
I,France,Senegal,3,0,0.04864943
I,France,Senegal,3,1,0.03933242
I,France,Senegal,3,2,0.01589987
I,France,Senegal,3,3,0.00428495
I,France,Senegal,3,4,0.00086608
I,France,Senegal,3,5,0.00014004
I,France,Senegal,4,0,0.01665855
I,France,Senegal,4,1,0.01346822
I,France,Senegal,4,2,0.00544444
I,France,Senegal,4,3,0.00146725
I,France,Senegal,4,4,0.00029656
I,France,Senegal,4,5,4.795e-05
I,France,Senegal,5,0,0.00456338
I,France,Senegal,5,1,0.00368943
I,France,Senegal,5,2,0.00149143
I,France,Senegal,5,3,0.00040193
I,France,Senegal,5,4,8.124e-05
I,France,Senegal,5,5,1.314e-05
I,France,Norway,0,0,0.08640445
I,France,Norway,0,1,0.07539466
I,France,Norway,0,2,0.04179728
I,France,Norway,0,3,0.01424072
I,France,Norway,0,4,0.00363896
I,France,Norway,0,5,0.0007439
I,France,Norway,1,0,0.1143256
I,France,Norway,1,1,0.12977713
I,France,Norway,1,2,0.06305863
I,France,Norway,1,3,0.02148466
I,France,Norway,1,4,0.00549002
I,France,Norway,1,5,0.0011223
I,France,Norway,2,0,0.0910606
I,France,Norway,2,1,0.09307558
I,France,Norway,2,2,0.04756758
I,France,Norway,2,3,0.01620672
I,France,Norway,2,4,0.00414133
I,France,Norway,2,5,0.00084659
I,France,Norway,3,0,0.0457937
I,France,Norway,3,1,0.04680702
I,France,Norway,3,2,0.02392138
I,France,Norway,3,3,0.00815024
I,France,Norway,3,4,0.00208265
I,France,Norway,3,5,0.00042575
I,France,Norway,4,0,0.01727199
I,France,Norway,4,1,0.01765418
I,France,Norway,4,2,0.00902241
I,France,Norway,4,3,0.00307402
I,France,Norway,4,4,0.00078551
I,France,Norway,4,5,0.00016058
I,France,Norway,5,0,0.00521157
I,France,Norway,5,1,0.00532689
I,France,Norway,5,2,0.00272238
I,France,Norway,5,3,0.00092754
I,France,Norway,5,4,0.00023702
I,France,Norway,5,5,4.845e-05
I,France,Iraq,0,0,0.08871164
I,France,Iraq,0,1,0.03580207
I,France,Iraq,0,2,0.0094504
I,France,Iraq,0,3,0.00148949
I,France,Iraq,0,4,0.00017607
I,France,Iraq,0,5,1.665e-05
I,France,Iraq,1,0,0.16617399
I,France,Iraq,1,1,0.08471642
I,France,Iraq,1,2,0.0190422
I,France,Iraq,1,3,0.00300126
I,France,Iraq,1,4,0.00035477
I,France,Iraq,1,5,3.355e-05
I,France,Iraq,2,0,0.17161975
