group,home_team,away_team,home_score,away_score,probability
C,Morocco,Haiti,0,5,4.65e-06
C,Morocco,Haiti,1,0,0.15262643
C,Morocco,Haiti,1,1,0.06311826
C,Morocco,Haiti,1,2,0.01156213
C,Morocco,Haiti,1,3,0.00148511
C,Morocco,Haiti,1,4,0.00014307
C,Morocco,Haiti,1,5,1.103e-05
C,Morocco,Haiti,2,0,0.18479216
C,Morocco,Haiti,2,1,0.07120742
C,Morocco,Haiti,2,2,0.01371946
C,Morocco,Haiti,2,3,0.00176221
C,Morocco,Haiti,2,4,0.00016976
C,Morocco,Haiti,2,5,1.308e-05
C,Morocco,Haiti,3,0,0.14618116
C,Morocco,Haiti,3,1,0.05632914
C,Morocco,Haiti,3,2,0.01085288
C,Morocco,Haiti,3,3,0.00139401
C,Morocco,Haiti,3,4,0.00013429
C,Morocco,Haiti,3,5,1.035e-05
C,Morocco,Haiti,4,0,0.08672824
C,Morocco,Haiti,4,1,0.03341968
C,Morocco,Haiti,4,2,0.00643893
C,Morocco,Haiti,4,3,0.00082706
C,Morocco,Haiti,4,4,7.967e-05
C,Morocco,Haiti,4,5,6.14e-06
C,Morocco,Haiti,5,0,0.0411642
C,Morocco,Haiti,5,1,0.01586213
C,Morocco,Haiti,5,2,0.00305614
C,Morocco,Haiti,5,3,0.00039255
C,Morocco,Haiti,5,4,3.782e-05
C,Morocco,Haiti,5,5,2.91e-06
C,Scotland,Haiti,0,0,0.06184559
C,Scotland,Haiti,0,1,0.03864906
C,Scotland,Haiti,0,2,0.0165234
C,Scotland,Haiti,0,3,0.00419129
C,Scotland,Haiti,0,4,0.00079737
C,Scotland,Haiti,0,5,0.00012135
C,Scotland,Haiti,1,0,0.11645676
C,Scotland,Haiti,1,1,0.09703433
C,Scotland,Haiti,1,2,0.03510235
C,Scotland,Haiti,1,3,0.00890399
C,Scotland,Haiti,1,4,0.00169393
C,Scotland,Haiti,1,5,0.00025781
C,Scotland,Haiti,2,0,0.12877564
C,Scotland,Haiti,2,1,0.09799487
C,Scotland,Haiti,2,2,0.03728576
C,Scotland,Haiti,2,3,0.00945783
C,Scotland,Haiti,2,4,0.00179929
C,Scotland,Haiti,2,5,0.00027384
C,Scotland,Haiti,3,0,0.09119043
C,Scotland,Haiti,3,1,0.06939352
C,Scotland,Haiti,3,2,0.02640332
C,Scotland,Haiti,3,3,0.00669741
C,Scotland,Haiti,3,4,0.00127414
C,Scotland,Haiti,3,5,0.00019392
C,Scotland,Haiti,4,0,0.0484313
C,Scotland,Haiti,4,1,0.03685494
C,Scotland,Haiti,4,2,0.01402282
C,Scotland,Haiti,4,3,0.003557
C,Scotland,Haiti,4,4,0.0006767
C,Scotland,Haiti,4,5,0.00010299
C,Scotland,Haiti,5,0,0.02057751
C,Scotland,Haiti,5,1,0.01565895
C,Scotland,Haiti,5,2,0.00595802
C,Scotland,Haiti,5,3,0.0015113
C,Scotland,Haiti,5,4,0.00028751
C,Scotland,Haiti,5,5,4.376e-05
D,United States,Australia,0,0,0.133608
D,United States,Australia,0,1,0.14380996
D,United States,Australia,0,2,0.08954508
D,United States,Australia,0,3,0.03547956
D,United States,Australia,0,4,0.01054329
D,United States,Australia,0,5,0.00250648
D,United States,Australia,1,0,0.10450828
D,United States,Australia,1,1,0.13922941
D,United States,Australia,1,2,0.07867375
D,United States,Australia,1,3,0.03117212
D,United States,Australia,1,4,0.00926327
D,United States,Australia,1,5,0.00220218
D,United States,Australia,2,0,0.0489218
D,United States,Australia,2,1,0.05815141
D,United States,Australia,2,2,0.03456114
D,United States,Australia,2,3,0.01369382
D,United States,Australia,2,4,0.00406932
D,United States,Australia,2,5,0.00096741
D,United States,Australia,3,0,0.01432746
D,United States,Australia,3,1,0.01703049
D,United States,Australia,3,2,0.01012173
D,United States,Australia,3,3,0.00401043
D,United States,Australia,3,4,0.00119176
D,United States,Australia,3,5,0.00028332
D,United States,Australia,4,0,0.00314701
D,United States,Australia,4,1,0.00374072
D,United States,Australia,4,2,0.00222322
D,United States,Australia,4,3,0.00088089
D,United States,Australia,4,4,0.00026177
D,United States,Australia,4,5,6.223e-05
D,United States,Australia,5,0,0.00055299
D,United States,Australia,5,1,0.00065731
D,United States,Australia,5,2,0.00039066
D,United States,Australia,5,3,0.00015479
D,United States,Australia,5,4,4.6e-05
D,United States,Australia,5,5,1.094e-05
D,United States,Paraguay,0,0,0.16034059
D,United States,Paraguay,0,1,0.14512412
D,United States,Paraguay,0,2,0.07540527
D,United States,Paraguay,0,3,0.02492395
D,United States,Paraguay,0,4,0.00617864
D,United States,Paraguay,0,5,0.00122535
D,United States,Paraguay,1,0,0.12864257
D,United States,Paraguay,1,1,0.14143146
D,United States,Paraguay,1,2,0.06666893
D,United States,Paraguay,1,3,0.02203629
D,United States,Paraguay,1,4,0.0054628
D,United States,Paraguay,1,5,0.00108338
D,United States,Paraguay,2,0,0.05994771
D,United States,Paraguay,2,1,0.05944412
D,United States,Paraguay,2,2,0.02947238
D,United States,Paraguay,2,3,0.0097416
D,United States,Paraguay,2,4,0.00241494
D,United States,Paraguay,2,5,0.00047893
D,United States,Paraguay,3,0,0.01766742
D,United States,Paraguay,3,1,0.01751901
D,United States,Paraguay,3,2,0.00868592
D,United States,Paraguay,3,3,0.00287098
D,United States,Paraguay,3,4,0.00071172
D,United States,Paraguay,3,5,0.00014115
D,United States,Paraguay,4,0,0.00390512
D,United States,Paraguay,4,1,0.00387232
D,United States,Paraguay,4,2,0.0019199
D,United States,Paraguay,4,3,0.00063459
D,United States,Paraguay,4,4,0.00015731
D,United States,Paraguay,4,5,3.12e-05
D,United States,Paraguay,5,0,0.00069054
D,United States,Paraguay,5,1,0.00068474
D,United States,Paraguay,5,2,0.00033949
D,United States,Paraguay,5,3,0.00011221
D,United States,Paraguay,5,4,2.782e-05
D,United States,Paraguay,5,5,5.52e-06
D,United States,Turkey,0,0,0.0731511
D,United States,Turkey,0,1,0.08976808
D,United States,Turkey,0,2,0.06911761
D,United States,Turkey,0,3,0.03313916
D,United States,Turkey,0,4,0.01191669
D,United States,Turkey,0,5,0.00342815
D,United States,Turkey,1,0,0.07872636
D,United States,Turkey,1,1,0.12868963
D,United States,Turkey,1,2,0.08799514
D,United States,Turkey,1,3,0.04219019
D,United States,Turkey,1,4,0.0151714
D,United States,Turkey,1,5,0.00436445
D,United States,Turkey,2,0,0.05414778
D,United States,Turkey,2,1,0.07788515
D,United States,Turkey,2,2,0.05601428
D,United States,Turkey,2,3,0.02685663
D,United States,Turkey,2,4,0.00965752
D,United States,Turkey,2,5,0.00277824
D,United States,Turkey,3,0,0.02297891
D,United States,Turkey,3,1,0.03305243
D,United States,Turkey,3,2,0.023771
D,United States,Turkey,3,3,0.01139726
D,United States,Turkey,3,4,0.0040984
D,United States,Turkey,3,5,0.00117901
D,United States,Turkey,4,0,0.00731374
D,United States,Turkey,4,1,0.01051995
D,United States,Turkey,4,2,0.00756585
D,United States,Turkey,4,3,0.00362752
D,United States,Turkey,4,4,0.00130444
D,United States,Turkey,4,5,0.00037526
D,United States,Turkey,5,0,0.00186226
D,United States,Turkey,5,1,0.00267863
D,United States,Turkey,5,2,0.00192645
D,United States,Turkey,5,3,0.00092366
D,United States,Turkey,5,4,0.00033214
D,United States,Turkey,5,5,9.555e-05
D,Australia,Paraguay,0,0,0.19549413
D,Australia,Paraguay,0,1,0.13594747
D,Australia,Paraguay,0,2,0.05393022
D,Australia,Paraguay,0,3,0.01358914
D,Australia,Paraguay,0,4,0.00256811
D,Australia,Paraguay,0,5,0.00038826
D,Australia,Paraguay,1,0,0.16538347
D,Australia,Paraguay,1,1,0.13685044
D,Australia,Paraguay,1,2,0.04917772
D,Australia,Paraguay,1,3,0.01239162
D,Australia,Paraguay,1,4,0.0023418
D,Australia,Paraguay,1,5,0.00035405
D,Australia,Paraguay,2,0,0.078477
D,Australia,Paraguay,2,1,0.05932305
D,Australia,Paraguay,2,2,0.02242201
D,Australia,Paraguay,2,3,0.00564982
D,Australia,Paraguay,2,4,0.00106772
D,Australia,Paraguay,2,5,0.00016142
D,Australia,Paraguay,3,0,0.02385378
D,Australia,Paraguay,3,1,0.01803177
D,Australia,Paraguay,3,2,0.00681537
D,Australia,Paraguay,3,3,0.00171731
D,Australia,Paraguay,3,4,0.00032454
D,Australia,Paraguay,3,5,4.907e-05
D,Australia,Paraguay,4,0,0.00543793
D,Australia,Paraguay,4,1,0.00411069
D,Australia,Paraguay,4,2,0.00155369
D,Australia,Paraguay,4,3,0.00039149
D,Australia,Paraguay,4,4,7.399e-05
D,Australia,Paraguay,4,5,1.119e-05
D,Australia,Paraguay,5,0,0.00099174
D,Australia,Paraguay,5,1,0.00074969
D,Australia,Paraguay,5,2,0.00028336
D,Australia,Paraguay,5,3,7.14e-05
D,Australia,Paraguay,5,4,1.349e-05
D,Australia,Paraguay,5,5,2.04e-06
D,Australia,Turkey,0,0,0.09687159
D,Australia,Turkey,0,1,0.09212899
D,Australia,Turkey,0,2,0.05419641
D,Australia,Turkey,0,3,0.01980925
D,Australia,Turkey,0,4,0.00543034
D,Australia,Turkey,0,5,0.0011909
D,Australia,Turkey,1,0,0.11164939
D,Australia,Turkey,1,1,0.13651961
D,Australia,Turkey,1,2,0.07116312
D,Australia,Turkey,1,3,0.02601073
D,Australia,Turkey,1,4,0.00713036
D,Australia,Turkey,1,5,0.00156372
D,Australia,Turkey,2,0,0.07771445
D,Australia,Turkey,2,1,0.08521589
D,Australia,Turkey,2,2,0.0467207
D,Australia,Turkey,2,3,0.01707682
D,Australia,Turkey,2,4,0.00468129
D,Australia,Turkey,2,5,0.00102663
D,Australia,Turkey,3,0,0.03401457
D,Australia,Turkey,3,1,0.03729784
D,Australia,Turkey,3,2,0.02044902
D,Australia,Turkey,3,3,0.00747429
D,Australia,Turkey,3,4,0.00204894
D,Australia,Turkey,3,5,0.00044934
D,Australia,Turkey,4,0,0.01116579
D,Australia,Turkey,4,1,0.01224357
D,Australia,Turkey,4,2,0.0067127
D,Australia,Turkey,4,3,0.00245355
D,Australia,Turkey,4,4,0.00067259
D,Australia,Turkey,4,5,0.0001475
D,Australia,Turkey,5,0,0.00293227
D,Australia,Turkey,5,1,0.00321531
D,Australia,Turkey,5,2,0.00176283
D,Australia,Turkey,5,3,0.00064433
D,Australia,Turkey,5,4,0.00017663
D,Australia,Turkey,5,5,3.874e-05
D,Paraguay,Turkey,0,0,0.11810554
D,Paraguay,Turkey,0,1,0.11568852
D,Paraguay,Turkey,0,2,0.0676669
D,Paraguay,Turkey,0,3,0.024889
D,Paraguay,Turkey,0,4,0.00686594
D,Paraguay,Turkey,0,5,0.00151524
D,Paraguay,Turkey,1,0,0.11479111
D,Paraguay,Turkey,1,1,0.14130116
D,Paraguay,Turkey,1,2,0.07412066
D,Paraguay,Turkey,1,3,0.0272628
D,Paraguay,Turkey,1,4,0.00752078
D,Paraguay,Turkey,1,5,0.00165976
D,Paraguay,Turkey,2,0,0.06668028
D,Paraguay,Turkey,2,1,0.07357831
D,Paraguay,Turkey,2,2,0.04059497
D,Paraguay,Turkey,2,3,0.0149315
D,Paraguay,Turkey,2,4,0.00411904
D,Paraguay,Turkey,2,5,0.00090903
D,Paraguay,Turkey,3,0,0.02434664
D,Paraguay,Turkey,3,1,0.02686529
D,Paraguay,Turkey,3,2,0.01482225
D,Paraguay,Turkey,3,3,0.00545187
D,Paraguay,Turkey,3,4,0.00150396
D,Paraguay,Turkey,3,5,0.00033191
D,Paraguay,Turkey,4,0,0.00666718
D,Paraguay,Turkey,4,1,0.0073569
D,Paraguay,Turkey,4,2,0.00405898
D,Paraguay,Turkey,4,3,0.00149296
D,Paraguay,Turkey,4,4,0.00041185
D,Paraguay,Turkey,4,5,9.089e-05
D,Paraguay,Turkey,5,0,0.00146061
D,Paraguay,Turkey,5,1,0.00161171
D,Paraguay,Turkey,5,2,0.00088922
D,Paraguay,Turkey,5,3,0.00032707
D,Paraguay,Turkey,5,4,9.023e-05
D,Paraguay,Turkey,5,5,1.991e-05
E,Germany,Ecuador,0,0,0.17242549
E,Germany,Ecuador,0,1,0.1341348
E,Germany,Ecuador,0,2,0.06010741
E,Germany,Ecuador,0,3,0.01707571
E,Germany,Ecuador,0,4,0.00363824
E,Germany,Ecuador,0,5,0.00062014
E,Germany,Ecuador,1,0,0.14984699
E,Germany,Ecuador,1,1,0.14052508
E,Germany,Ecuador,1,2,0.05693338
E,Germany,Ecuador,1,3,0.01617401
E,Germany,Ecuador,1,4,0.00344611
E,Germany,Ecuador,1,5,0.0005874
E,Germany,Ecuador,2,0,0.07424409
E,Germany,Ecuador,2,1,0.06327525
E,Germany,Ecuador,2,2,0.02696348
E,Germany,Ecuador,2,3,0.00765996
E,Germany,Ecuador,2,4,0.00163207
E,Germany,Ecuador,2,5,0.00027819
E,Germany,Ecuador,3,0,0.02344119
E,Germany,Ecuador,3,1,0.01997798
E,Germany,Ecuador,3,2,0.00851321
E,Germany,Ecuador,3,3,0.00241849
E,Germany,Ecuador,3,4,0.0005153
E,Germany,Ecuador,3,5,8.783e-05
E,Germany,Ecuador,4,0,0.00555084
E,Germany,Ecuador,4,1,0.00473076
E,Germany,Ecuador,4,2,0.00201592
E,Germany,Ecuador,4,3,0.00057269
E,Germany,Ecuador,4,4,0.00012202
E,Germany,Ecuador,4,5,2.08e-05
E,Germany,Ecuador,5,0,0.00105154
E,Germany,Ecuador,5,1,0.00089619
E,Germany,Ecuador,5,2,0.00038189
E,Germany,Ecuador,5,3,0.00010849
E,Germany,Ecuador,5,4,2.312e-05
E,Germany,Ecuador,5,5,3.94e-06
E,Germany,Ivory Coast,0,0,0.09527815
E,Germany,Ivory Coast,0,1,0.06891081
E,Germany,Ivory Coast,0,2,0.03160418
E,Germany,Ivory Coast,0,3,0.00887151
E,Germany,Ivory Coast,0,4,0.00186772
E,Germany,Ivory Coast,0,5,0.00031457
E,Germany,Ivory Coast,1,0,0.13481315
E,Germany,Ivory Coast,1,1,0.12485384
E,Germany,Ivory Coast,1,2,0.04998243
E,Germany,Ivory Coast,1,3,0.01403041
E,Germany,Ivory Coast,1,4,0.00295383
E,Germany,Ivory Coast,1,5,0.0004975
E,Germany,Ivory Coast,2,0,0.11146575
E,Germany,Ivory Coast,2,1,0.09386762
E,Germany,Ivory Coast,2,2,0.03952393
E,Germany,Ivory Coast,2,3,0.01109464
E,Germany,Ivory Coast,2,4,0.00233576
E,Germany,Ivory Coast,2,5,0.0003934
E,Germany,Ivory Coast,3,0,0.05876151
E,Germany,Ivory Coast,3,1,0.04948429
E,Germany,Ivory Coast,3,2,0.02083587
E,Germany,Ivory Coast,3,3,0.00584877
E,Germany,Ivory Coast,3,4,0.00123134
E,Germany,Ivory Coast,3,5,0.00020739
E,Germany,Ivory Coast,4,0,0.02323303
E,Germany,Ivory Coast,4,1,0.01956501
E,Germany,Ivory Coast,4,2,0.00823805
E,Germany,Ivory Coast,4,3,0.00231248
E,Germany,Ivory Coast,4,4,0.00048685
E,Germany,Ivory Coast,4,5,8.2e-05
E,Germany,Ivory Coast,5,0,0.00734867
E,Germany,Ivory Coast,5,1,0.00618846
E,Germany,Ivory Coast,5,2,0.00260572
E,Germany,Ivory Coast,5,3,0.00073144
E,Germany,Ivory Coast,5,4,0.00015399
E,Germany,Ivory Coast,5,5,2.594e-05
E,Germany,Curaçao,0,0,0.02725308
E,Germany,Curaçao,0,1,0.01032625
E,Germany,Curaçao,0,2,0.00309411
E,Germany,Curaçao,0,3,0.00051197
E,Germany,Curaçao,0,4,6.354e-05
E,Germany,Curaçao,0,5,6.31e-06
E,Germany,Curaçao,1,0,0.08109851
E,Germany,Curaçao,1,1,0.04345954
E,Germany,Curaçao,1,2,0.01025554
E,Germany,Curaçao,1,3,0.00169695
E,Germany,Curaçao,1,4,0.00021059
E,Germany,Curaçao,1,5,2.091e-05
E,Germany,Curaçao,2,0,0.13794842
E,Germany,Curaçao,2,1,0.06847767
E,Germany,Curaçao,2,2,0.01699618
E,Germany,Curaçao,2,3,0.0028123
E,Germany,Curaçao,2,4,0.00034901
E,Germany,Curaçao,2,5,3.465e-05
E,Germany,Curaçao,3,0,0.15241167
E,Germany,Curaçao,3,1,0.07565724
E,Germany,Curaçao,3,2,0.01877815
E,Germany,Curaçao,3,3,0.00310716
E,Germany,Curaçao,3,4,0.0003856
E,Germany,Curaçao,3,5,3.828e-05
E,Germany,Curaçao,4,0,0.1262935
E,Germany,Curaçao,4,1,0.06269216
E,Germany,Curaçao,4,2,0.01556021
E,Germany,Curaçao,4,3,0.0025747
E,Germany,Curaçao,4,4,0.00031952
E,Germany,Curaçao,4,5,3.172e-05
E,Germany,Curaçao,5,0,0.08372088
E,Germany,Curaçao,5,1,0.04155909
E,Germany,Curaçao,5,2,0.01031498
E,Germany,Curaçao,5,3,0.00170679
E,Germany,Curaçao,5,4,0.00021181
E,Germany,Curaçao,5,5,2.103e-05
E,Ecuador,Ivory Coast,0,0,0.2572035
E,Ecuador,Ivory Coast,0,1,0.12327667
E,Ecuador,Ivory Coast,0,2,0.03313527
E,Ecuador,Ivory Coast,0,3,0.00567079
E,Ecuador,Ivory Coast,0,4,0.00072788
E,Ecuador,Ivory Coast,0,5,7.474e-05
E,Ecuador,Ivory Coast,1,0,0.21231154
E,Ecuador,Ivory Coast,1,1,0.11778253
E,Ecuador,Ivory Coast,1,2,0.02874724
E,Ecuador,Ivory Coast,1,3,0.00491982
E,Ecuador,Ivory Coast,1,4,0.00063149
E,Ecuador,Ivory Coast,1,5,6.484e-05
E,Ecuador,Ivory Coast,2,0,0.09461358
E,Ecuador,Ivory Coast,2,1,0.04857666
E,Ecuador,Ivory Coast,2,2,0.01247016
E,Ecuador,Ivory Coast,2,3,0.00213415
E,Ecuador,Ivory Coast,2,4,0.00027393
E,Ecuador,Ivory Coast,2,5,2.813e-05
E,Ecuador,Ivory Coast,3,0,0.02736137
E,Ecuador,Ivory Coast,3,1,0.01404792
E,Ecuador,Ivory Coast,3,2,0.00360625
E,Ecuador,Ivory Coast,3,3,0.00061718
E,Ecuador,Ivory Coast,3,4,7.922e-05
E,Ecuador,Ivory Coast,3,5,8.13e-06
E,Ecuador,Ivory Coast,4,0,0.00593449
E,Ecuador,Ivory Coast,4,1,0.0030469
E,Ecuador,Ivory Coast,4,2,0.00078217
E,Ecuador,Ivory Coast,4,3,0.00013386
E,Ecuador,Ivory Coast,4,4,1.718e-05
E,Ecuador,Ivory Coast,4,5,1.76e-06
E,Ecuador,Ivory Coast,5,0,0.00102972
E,Ecuador,Ivory Coast,5,1,0.00052868
E,Ecuador,Ivory Coast,5,2,0.00013572
E,Ecuador,Ivory Coast,5,3,2.323e-05
E,Ecuador,Ivory Coast,5,4,2.98e-06
E,Ecuador,Ivory Coast,5,5,3.1e-07
E,Ecuador,Curaçao,0,0,0.12469545
E,Ecuador,Curaçao,0,1,0.03323739
E,Ecuador,Curaçao,0,2,0.0055524
E,Ecuador,Curaçao,0,3,0.00056013
E,Ecuador,Curaçao,0,4,4.238e-05
E,Ecuador,Curaçao,0,5,2.57e-06
E,Ecuador,Curaçao,1,0,0.21699084
E,Ecuador,Curaçao,1,1,0.07017192
E,Ecuador,Curaçao,1,2,0.0100957
E,Ecuador,Curaçao,1,3,0.00101847
E,Ecuador,Curaçao,1,4,7.706e-05
E,Ecuador,Curaçao,1,5,4.66e-06
E,Ecuador,Curaçao,2,0,0.200414
E,Ecuador,Curaçao,2,1,0.0606541
E,Ecuador,Curaçao,2,2,0.0091783
E,Ecuador,Curaçao,2,3,0.00092592
E,Ecuador,Curaçao,2,4,7.006e-05
E,Ecuador,Curaçao,2,5,4.24e-06
E,Ecuador,Curaçao,3,0,0.12146817
E,Ecuador,Curaçao,3,1,0.03676161
E,Ecuador,Curaçao,3,2,0.00556284
E,Ecuador,Curaçao,3,3,0.00056119
E,Ecuador,Curaçao,3,4,4.246e-05
E,Ecuador,Curaçao,3,5,2.57e-06
E,Ecuador,Curaçao,4,0,0.05521514
E,Ecuador,Curaçao,4,1,0.01671053
E,Ecuador,Curaçao,4,2,0.00252867
E,Ecuador,Curaçao,4,3,0.0002551
E,Ecuador,Curaçao,4,4,1.93e-05
E,Ecuador,Curaçao,4,5,1.17e-06
E,Ecuador,Curaçao,5,0,0.02007908
E,Ecuador,Curaçao,5,1,0.00607681
E,Ecuador,Curaçao,5,2,0.00091956
E,Ecuador,Curaçao,5,3,9.277e-05
E,Ecuador,Curaçao,5,4,7.02e-06
E,Ecuador,Curaçao,5,5,4.2e-07
E,Ivory Coast,Curaçao,0,0,0.10585961
E,Ivory Coast,Curaçao,0,1,0.04633689
E,Ivory Coast,Curaçao,0,2,0.01290856
E,Ivory Coast,Curaçao,0,3,0.00217432
E,Ivory Coast,Curaçao,0,4,0.00027468
E,Ivory Coast,Curaçao,0,5,2.776e-05
E,Ivory Coast,Curaçao,1,0,0.1768956
E,Ivory Coast,Curaçao,1,1,0.09654479
E,Ivory Coast,Curaçao,1,2,0.02319188
E,Ivory Coast,Curaçao,1,3,0.00390643
E,Ivory Coast,Curaçao,1,4,0.0004935
E,Ivory Coast,Curaçao,1,5,4.987e-05
E,Ivory Coast,Curaçao,2,0,0.16317817
E,Ivory Coast,Curaçao,2,1,0.08245709
E,Ivory Coast,Curaçao,2,2,0.02083358
E,Ivory Coast,Curaçao,2,3,0.0035092
E,Ivory Coast,Curaçao,2,4,0.00044332
E,Ivory Coast,Curaçao,2,5,4.48e-05
E,Ivory Coast,Curaçao,3,0,0.09772346
E,Ivory Coast,Curaçao,3,1,0.04938156
E,Ivory Coast,Curaçao,3,2,0.01247673
E,Ivory Coast,Curaçao,3,3,0.00210158
E,Ivory Coast,Curaçao,3,4,0.00026549
E,Ivory Coast,Curaçao,3,5,2.683e-05
E,Ivory Coast,Curaçao,4,0,0.04389316
E,Ivory Coast,Curaçao,4,1,0.02218006
E,Ivory Coast,Curaçao,4,2,0.00560401
E,Ivory Coast,Curaçao,4,3,0.00094394
E,Ivory Coast,Curaçao,4,4,0.00011925
E,Ivory Coast,Curaçao,4,5,1.205e-05
E,Ivory Coast,Curaçao,5,0,0.01577193
E,Ivory Coast,Curaçao,5,1,0.00796986
E,Ivory Coast,Curaçao,5,2,0.00201366
E,Ivory Coast,Curaçao,5,3,0.00033918
E,Ivory Coast,Curaçao,5,4,4.285e-05
E,Ivory Coast,Curaçao,5,5,4.33e-06
F,Netherlands,Japan,0,0,0.09348507
F,Netherlands,Japan,0,1,0.10179879
F,Netherlands,Japan,0,2,0.06787971
F,Netherlands,Japan,0,3,0.02830424
F,Netherlands,Japan,0,4,0.00885165
F,Netherlands,Japan,0,5,0.00221456
F,Netherlands,Japan,1,0,0.09712392
F,Netherlands,Japan,1,1,0.13663956
F,Netherlands,Japan,1,2,0.08125504
F,Netherlands,Japan,1,3,0.03388143
F,Netherlands,Japan,1,4,0.01059582
F,Netherlands,Japan,1,5,0.00265092
F,Netherlands,Japan,2,0,0.06215772
F,Netherlands,Japan,2,1,0.07775491
F,Netherlands,Japan,2,2,0.04863295
F,Netherlands,Japan,2,3,0.02027879
F,Netherlands,Japan,2,4,0.00634183
F,Netherlands,Japan,2,5,0.00158664
F,Netherlands,Japan,3,0,0.02480185
F,Netherlands,Japan,3,1,0.03102536
F,Netherlands,Japan,3,2,0.01940527
F,Netherlands,Japan,3,3,0.00809154
F,Netherlands,Japan,3,4,0.00253049
F,Netherlands,Japan,3,5,0.00063309
F,Netherlands,Japan,4,0,0.00742223
F,Netherlands,Japan,4,1,0.00928469
F,Netherlands,Japan,4,2,0.00580724
F,Netherlands,Japan,4,3,0.00242148
F,Netherlands,Japan,4,4,0.00075728
F,Netherlands,Japan,4,5,0.00018946
F,Netherlands,Japan,5,0,0.00177695
F,Netherlands,Japan,5,1,0.00222284
F,Netherlands,Japan,5,2,0.00139031
F,Netherlands,Japan,5,3,0.00057972
F,Netherlands,Japan,5,4,0.0001813
F,Netherlands,Japan,5,5,4.536e-05
F,Netherlands,Tunisia,0,0,0.11403638
F,Netherlands,Tunisia,0,1,0.07451495
F,Netherlands,Tunisia,0,2,0.03020655
F,Netherlands,Tunisia,0,3,0.00753635
F,Netherlands,Tunisia,0,4,0.00141021
F,Netherlands,Tunisia,0,5,0.0002111
F,Netherlands,Tunisia,1,0,0.15372435
F,Netherlands,Tunisia,1,1,0.12589913
F,Netherlands,Tunisia,1,2,0.04479662
F,Netherlands,Tunisia,1,3,0.01117649
F,Netherlands,Tunisia,1,4,0.00209135
F,Netherlands,Tunisia,1,5,0.00031307
F,Netherlands,Tunisia,2,0,0.11858412
F,Netherlands,Tunisia,2,1,0.08875808
F,Netherlands,Tunisia,2,2,0.03321691
F,Netherlands,Tunisia,2,3,0.00828742
F,Netherlands,Tunisia,2,4,0.00155075
F,Netherlands,Tunisia,2,5,0.00023214
F,Netherlands,Tunisia,3,0,0.05862047
F,Netherlands,Tunisia,3,1,0.04387637
F,Netherlands,Tunisia,3,2,0.01642034
F,Netherlands,Tunisia,3,3,0.00409678
F,Netherlands,Tunisia,3,4,0.00076659
F,Netherlands,Tunisia,3,5,0.00011476
F,Netherlands,Tunisia,4,0,0.02173368
F,Netherlands,Tunisia,4,1,0.01626727
F,Netherlands,Tunisia,4,2,0.00608788
F,Netherlands,Tunisia,4,3,0.00151889
F,Netherlands,Tunisia,4,4,0.00028422
F,Netherlands,Tunisia,4,5,4.255e-05
F,Netherlands,Tunisia,5,0,0.00644625
F,Netherlands,Tunisia,5,1,0.0048249
F,Netherlands,Tunisia,5,2,0.00180568
F,Netherlands,Tunisia,5,3,0.00045051
F,Netherlands,Tunisia,5,4,8.43e-05
F,Netherlands,Tunisia,5,5,1.262e-05
F,Netherlands,Sweden,0,0,0.04895471
F,Netherlands,Sweden,0,1,0.0419376
F,Netherlands,Sweden,0,2,0.0251468
F,Netherlands,Sweden,0,3,0.00897165
F,Netherlands,Sweden,0,4,0.00240062
F,Netherlands,Sweden,0,5,0.00051388
F,Netherlands,Sweden,1,0,0.08608842
F,Netherlands,Sweden,1,1,0.10260082
F,Netherlands,Sweden,1,2,0.05220387
F,Netherlands,Sweden,1,3,0.01862483
F,Netherlands,Sweden,1,4,0.0049836
F,Netherlands,Sweden,1,5,0.0010668
F,Netherlands,Sweden,2,0,0.09460218
F,Netherlands,Sweden,2,1,0.10125395
F,Netherlands,Sweden,2,2,0.05418671
F,Netherlands,Sweden,2,3,0.01933225
F,Netherlands,Sweden,2,4,0.00517289
F,Netherlands,Sweden,2,5,0.00110732
F,Netherlands,Sweden,3,0,0.06546361
F,Netherlands,Sweden,3,1,0.07006655
F,Netherlands,Sweden,3,2,0.03749657
F,Netherlands,Sweden,3,3,0.01337769
F,Netherlands,Sweden,3,4,0.00357958
F,Netherlands,Sweden,3,5,0.00076625
F,Netherlands,Sweden,4,0,0.03397504
F,Netherlands,Sweden,4,1,0.03636393
F,Netherlands,Sweden,4,2,0.01946039
F,Netherlands,Sweden,4,3,0.0069429
F,Netherlands,Sweden,4,4,0.00185777
F,Netherlands,Sweden,4,5,0.00039768
F,Netherlands,Sweden,5,0,0.0141062
F,Netherlands,Sweden,5,1,0.01509805
F,Netherlands,Sweden,5,2,0.00807982
F,Netherlands,Sweden,5,3,0.00288264
F,Netherlands,Sweden,5,4,0.00077133
F,Netherlands,Sweden,5,5,0.00016511
F,Japan,Tunisia,0,0,0.16254687
F,Japan,Tunisia,0,1,0.08846673
F,Japan,Tunisia,0,2,0.02860928
F,Japan,Tunisia,0,3,0.00576793
F,Japan,Tunisia,0,4,0.00087216
F,Japan,Tunisia,0,5,0.0001055
F,Japan,Tunisia,1,0,0.1897431
F,Japan,Tunisia,1,1,0.12460945
F,Japan,Tunisia,1,2,0.03582834
F,Japan,Tunisia,1,3,0.00722337
