      3.15603583 	      1.57147551 	Germany
      1.30172906 	      2.01474809 	Saudi Arabia
      3.18022475 	      4.78644090 	Argentina
      1.50024272 	      1.84210083 	Australia
      3.32759071 	      1.86512425 	Belgium
      4.11304387 	      6.22385007 	Brazil
      1.53017436 	      1.48624567 	Cameroon
      1.92042481 	      1.81398643 	Canada
      1.76218240 	      1.31668730 	Qatar
      1.61248722 	      2.18520768 	South Korea
      1.08271210 	      1.63460256 	Costa Rica
      2.41622470 	      1.61908321 	Croatia
      2.63257319 	      2.51619608 	Denmark
      2.29634227 	      2.07377930 	Ecuador
      3.05388250 	      2.63715897 	Spain
      1.95909226 	      1.97815001 	United States
      2.62336264 	      2.31205104 	France
      0.92338168 	      1.29824593 	Ghana
      3.00152633 	      2.16618048 	Netherlands
      2.82286948 	      2.47105423 	England
      1.77932601 	      2.23677135 	Iran
      2.08952782 	      2.09273337 	Japan
      1.99150433 	      1.89495641 	Morocco
      1.68995831 	      1.92369991 	Mexico
      1.71922850 	      1.80462870 	Wales
      2.20979817 	      1.50239827 	Poland
      3.05068764 	      2.88318082 	Portugal
      1.39912562 	      1.82271371 	Senegal
      2.59148442 	      1.56662671 	Serbia
      2.39349555 	      1.90723406 	Switzerland
      1.72702543 	      1.93281315 	Tunisia
      2.42440481 	      2.34641837 	Uruguay
