  1	      1.05133164	      2.60724039
  2	      0.46084365	      0.38349938
  3	      1.00071454	      1.18942905
  4	      1.46111218	      0.80433195
  5	      2.34222955	      1.81272051
  6	      0.15496838	      0.03720330
  7	      0.51901645	      0.64213926
  8	      1.30781260	      1.01924991
  9	      0.08307955	      0.10004686
 10	      0.36746769	      0.25160297
 11	      2.75097965	      3.36377900
 12	      1.09838007	      0.61867227
 13	      1.39691956	      0.76621866
 14	      0.29557637	      0.19106017
 15	      1.64271466	      1.77184260
 16	      1.90192384	      1.30406584
 17	      0.01704708	      0.01695683
 18	      0.82050729	      1.03422680
 19	      0.13844655	      0.16616402
 20	      1.00868554	      1.01176870
 21	      0.24106086	      0.35107138
 22	      0.00100000	      0.86857021
 23	      0.21439819	      0.21677275
 24	      1.82772347	      1.26994863
 25	      0.89984194	      0.75630061
 26	      2.68421252	      2.09504000
 27	      0.24560895	      0.31343853
 28	      0.91388054	      1.21333110
 29	      0.65272834	      0.33088887
 30	      0.07106334	      0.07256968
 31	      0.43626494	      1.99576259
 32	      1.90535304	      0.83192027
 33	      0.23488619	      0.12858916
 34	      1.41845571	      1.15130021
 35	      0.61914927	      1.07807219
 36	      2.92351027	      5.97576018
 37	      0.11748064	      0.09889361
 38	      0.24664223	      0.17085972
 39	      0.12126114	      0.21098987
 40	      1.13307082	      0.93700710
 41	      1.38450095	      1.43199380
 42	      0.89427396	      0.88009168
 43	      0.29739041	      0.19832052
 44	      2.00925358	      1.86638546
 45	      1.61552800	      1.23590833
 46	      1.20961840	      1.27103777
 47	      2.22841106	      1.12556101
 48	      2.41838708	      1.53901401
 49	      0.13009588	      0.16964604
 50	      0.75305119	      0.71921480
 51	      0.78417476	      0.54297495
 52	      3.37668303	      0.37140184
 53	      1.90948591	      1.40846399
 54	      1.52685731	      1.41872424
 55	      1.17901433	      0.83452021
 56	      1.87711802	      2.19762410
 57	      1.01979629	      0.81774841
 58	      0.94845806	      0.72968011
 59	      0.00100000	      0.21263591
 60	      1.09556282	      0.98586152
 61	      2.40140448	      2.16720097
 62	      0.48489315	      0.37790832
 63	      0.73868626	      0.69802193
 64	      0.72434854	      0.72968725
 65	      1.82721899	      1.51837910
 66	      2.29224127	      2.39997748
 67	      0.69891710	      0.37133177
