      3.16808276 	      1.51530625 	Germany
      1.44105779 	      1.54629755 	Saudi Arabia
      2.75097965 	      3.36377900 	Argentina
      1.64271466 	      1.77184260 	Australia
      2.68421252 	      2.09504000 	Belgium
      2.92351027 	      5.97576018 	Brazil
      2.00925358 	      1.86638546 	Cameroon
      1.61552800 	      1.23590833 	Canada
      1.47157664 	      1.10671575 	Qatar
      1.68764097 	      1.80898895 	South Korea
      1.09556282 	      0.98586152 	Costa Rica
      2.40140448 	      2.16720097 	Croatia
      2.29224127 	      2.39997748 	Denmark
      2.03281484 	      1.82328937 	Ecuador
      3.44401894 	      2.46299999 	Spain
      1.52182073 	      2.48976858 	United States
      3.07136675 	      2.13810482 	France
      1.59571798 	      1.12417594 	Ghana
      2.86804113 	      2.50123014 	Netherlands
      3.32609842 	      2.42284089 	England
      1.93233132 	      1.22744956 	Iran
      1.96386156 	      2.23431382 	Japan
      2.24704444 	      3.14401479 	Morocco
      1.39705127 	      1.78810764 	Mexico
      1.48697001 	      1.45261906 	Wales
      2.04943144 	      1.69112865 	Poland
      3.07638048 	      2.22819338 	Portugal
      1.86776109 	      1.83091015 	Senegal
      2.87410524 	      1.20799417 	Serbia
      2.40668015 	      2.12759998 	Switzerland
      1.66682453 	      2.96894406 	Tunisia
      1.70221303 	      2.28930124 	Uruguay
