  1	      1.05261258	      2.61041702
  2	      0.47513147	      0.40747631
  3	      0.99771243	      1.16134293
  4	      1.35458553	      0.74568978
  5	      2.05616162	      1.58260891
  6	      0.18912583	      0.04506489
  7	      0.52172064	      0.62321060
  8	      1.12312772	      0.89277721
  9	      0.09918995	      0.11959275
 10	      0.43956580	      0.30026804
 11	      3.18022475	      4.78644090
 12	      1.09984818	      0.62207414
 13	      1.39862155	      0.76715221
 14	      0.35472088	      0.22819530
 15	      1.50024272	      1.84210083
 16	      1.89121123	      1.32030053
 17	      0.03663539	      0.03624349
 18	      0.84253122	      1.03412090
 19	      0.16456485	      0.19799750
 20	      1.04455115	      1.02618108
 21	      0.24385102	      0.36653182
 22	      0.00100000	      0.79689459
 23	      0.25541133	      0.25914217
 24	      2.53690395	      1.38535275
 25	      0.90898365	      0.79924943
 26	      3.32759071	      1.86512425
 27	      0.29220339	      0.37439364
 28	      0.79069749	      1.00569723
 29	      0.78317369	      0.39400514
 30	      0.07327015	      0.07338231
 31	      0.40026375	      1.83106949
 32	      2.22994191	      1.00288260
 33	      0.28185176	      0.15402684
 34	      1.41154842	      1.14733079
 35	      0.52872556	      0.95973954
 36	      4.11304387	      6.22385007
 37	      0.14072233	      0.11795994
 38	      0.25412517	      0.17449538
 39	      0.12426170	      0.21390145
 40	      1.13781157	      0.93767436
 41	      1.19409691	      1.23568017
 42	      0.77186720	      0.75890846
 43	      0.31092674	      0.19815257
 44	      1.53017436	      1.48624567
 45	      1.92042481	      1.81398643
 46	      1.07036136	      1.07573577
 47	      2.04452098	      1.41771302
 48	      2.92774486	      1.78393587
 49	      0.15597931	      0.20261900
 50	      0.66599305	      0.59566451
 51	      0.68000102	      0.46289101
 52	      4.25313907	      0.34075343
 53	      1.91181241	      1.41018005
 54	      1.75399958	      1.68873779
 55	      1.22413818	      0.83105846
 56	      2.22857983	      2.66585375
 57	      0.88096715	      0.68371609
 58	      0.82794964	      0.59815499
 59	      0.00100000	      0.25730574
 60	      1.08271210	      1.63460256
 61	      2.41622470	      1.61908321
 62	      0.57588481	      0.45641454
 63	      0.87929507	      0.81614200
 64	      0.71507468	      0.73713740
 65	      1.86521926	      1.52751030
 66	      2.63257319	      2.51619608
 67	      0.60695661	      0.32529059
 68	      0.20296194	      0.35787140
 69	      0.55007002	      0.54144395
 70	      1.10564807	      0.90704404
 71	      2.29634227	      2.07377930
 72	      1.27141881	      2.10554390
 73	      0.86797154	      1.06085295
 74	      2.82286948	      2.47105423
 75	      0.82806446	      1.10943154
 76	      0.37835359	      0.42967569
 77	      0.92046074	      0.81226459
 78	      0.91083307	      0.61031164
 79	      0.95288976	      0.70207965
 80	      0.83493613	      0.74179133
