home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
México,Coreia do Sul,57.826,26.246,15.928,12.26,7.737,2.441,0.516,0.096,17.743,11.054,3.521,0.776,0.113,13.267,8.144,2.644,0.543,0.084,6.536,4.051,1.361,0.268,0.043,2.53,1.568,0.557,0.119,0.019
México,África do Sul,61.33,26.0,12.67,13.83,7.025,1.851,0.286,0.044,19.902,10.115,2.541,0.444,0.06,14.767,7.626,1.871,0.346,0.037,7.609,3.707,0.93,0.175,0.018,2.818,1.424,0.396,0.057,0.009
México,Tchéquia,67.862,20.893,11.245,8.423,4.931,1.487,0.318,0.052,15.708,9.362,2.998,0.601,0.09,14.627,8.69,2.751,0.566,0.088,9.22,5.433,1.688,0.32,0.056,4.31,2.577,0.757,0.171,0.037
México,Canadá,46.984,29.716,23.3,13.858,10.45,4.096,1.049,0.183,16.695,12.534,4.908,1.253,0.256,10.178,7.753,2.989,0.753,0.15,4.227,3.192,1.205,0.316,0.068,1.336,1.006,0.389,0.099,0.016
México,Suíça,40.227,29.479,30.294,12.337,11.733,5.543,1.831,0.438,14.034,13.081,6.277,2.04,0.514,8.088,7.616,3.581,1.179,0.293,3.075,2.923,1.402,0.448,0.129,0.912,0.873,0.409,0.144,0.03
México,Catar,83.087,12.268,4.645,4.832,2.214,0.484,0.08,0.013,12.204,5.551,1.274,0.209,0.022,15.85,6.983,1.64,0.267,0.043,13.634,6.225,1.482,0.223,0.028,8.934,3.88,0.905,0.147,0.022
México,Bósnia e Herzegovina,67.714,21.311,10.975,9.329,5.342,1.527,0.272,0.043,16.636,9.284,2.558,0.542,0.077,15.172,8.207,2.432,0.469,0.079,9.273,5.105,1.466,0.247,0.031,4.427,2.375,0.748,0.138,0.019
México,Brasil,26.091,31.545,42.364,15.583,16.737,9.184,3.39,0.968,12.134,12.934,6.955,2.448,0.68,4.694,5.032,2.766,1.059,0.283,1.287,1.339,0.718,0.251,0.075,0.25,0.272,0.146,0.063,0.01
México,Marrocos,27.742,35.654,36.604,21.161,18.09,7.707,2.253,0.525,14.795,12.422,5.237,1.495,0.363,5.104,4.405,1.941,0.567,0.127,1.272,1.085,0.434,0.126,0.02,0.247,0.189,0.08,0.026,0.004
México,Escócia,52.896,28.635,18.469,14.376,9.192,2.971,0.687,0.111,18.715,11.507,3.705,0.88,0.151,12.172,7.584,2.51,0.566,0.098,5.359,3.263,1.089,0.229,0.035,1.892,1.096,0.373,0.074,0.013
México,Haiti,78.504,15.405,6.091,6.786,3.023,0.704,0.119,0.017,14.628,6.572,1.572,0.229,0.023,16.567,7.668,1.811,0.318,0.038,12.517,5.698,1.35,0.209,0.036,7.21,3.372,0.793,0.129,0.025
México,EUA,49.684,26.881,23.435,9.98,8.732,3.86,1.199,0.26,14.07,12.435,5.484,1.63,0.414,10.026,8.844,3.879,1.179,0.276,4.855,4.163,1.817,0.535,0.142,1.763,1.545,0.698,0.241,0.05
México,Austrália,40.524,34.946,24.53,20.742,13.412,4.28,1.02,0.183,19.139,12.148,3.973,0.913,0.133,8.712,5.698,1.917,0.433,0.07,2.953,1.775,0.576,0.133,0.032,0.699,0.418,0.184,0.041,0.006
México,Paraguai,49.793,31.644,18.563,18.283,10.289,3.042,0.569,0.088,20.761,11.355,3.271,0.707,0.097,11.72,6.57,1.837,0.383,0.055,4.564,2.512,0.694,0.165,0.015,1.347,0.697,0.197,0.039,0.004
México,Turquia,54.16,26.233,19.607,10.67,8.224,3.144,0.784,0.155,15.46,11.674,4.595,1.196,0.221,11.394,8.655,3.437,0.908,0.168,5.771,4.403,1.685,0.417,0.075,2.155,1.693,0.701,0.195,0.034
México,Alemanha,31.709,26.187,42.104,7.907,10.721,7.544,3.563,1.229,9.006,12.314,8.384,4.023,1.486,5.444,7.137,4.898,2.409,0.835,2.089,2.797,1.989,0.95,0.353,0.669,0.878,0.606,0.297,0.106
México,Equador,33.65,41.715,24.635,30.201,15.758,4.297,0.762,0.1,20.092,10.479,2.907,0.532,0.061,6.843,3.59,0.982,0.162,0.027,1.559,0.801,0.206,0.053,0.006,0.293,0.148,0.046,0.01,0.0
México,Costa do Marfim,50.594,31.817,17.589,18.726,10.08,2.712,0.502,0.075,21.057,11.208,3.108,0.599,0.086,12.072,6.438,1.753,0.326,0.044,4.651,2.541,0.668,0.124,0.016,1.405,0.77,0.215,0.033,0.006
México,Curaçao,82.06,13.477,4.463,6.333,2.443,0.481,0.066,0.008,14.907,5.716,1.103,0.147,0.015,17.514,6.725,1.277,0.165,0.016,13.877,5.338,1.039,0.143,0.013,8.592,3.218,0.645,0.085,0.008
México,Holanda,30.45,28.569,40.981,10.884,12.94,8.113,3.304,1.046,10.709,13.071,7.924,3.256,1.027,5.536,6.661,3.983,1.739,0.48,1.89,2.234,1.374,0.585,0.196,0.513,0.588,0.336,0.167,0.043
México,Japão,31.414,30.908,37.678,14.168,14.705,7.619,2.658,0.697,12.844,13.225,6.915,2.422,0.628,5.982,6.255,3.141,1.12,0.296,1.837,1.954,1.018,0.355,0.107,0.414,0.485,0.257,0.089,0.018
México,Tunísia,69.583,21.143,9.274,10.468,4.968,1.24,0.212,0.028,18.234,8.63,2.045,0.372,0.032,16.454,7.763,1.846,0.308,0.028,10.021,4.632,1.145,0.19,0.021,4.541,2.14,0.531,0.08,0.009
México,Suécia,56.706,22.981,20.313,6.585,6.12,3.056,1.021,0.252,11.312,10.66,5.077,1.795,0.445,10.019,9.661,4.634,1.558,0.418,5.982,5.758,2.777,0.989,0.216,2.798,2.676,1.295,0.437,0.108
México,Bélgica,33.246,32.85,33.904,16.901,14.996,6.803,2.072,0.489,14.591,12.971,5.889,1.895,0.442,6.708,5.994,2.736,0.787,0.198,1.994,1.779,0.788,0.232,0.057,0.478,0.437,0.186,0.058,0.009
México,Egito,51.209,30.491,18.3,16.607,9.773,2.92,0.607,0.086,19.874,11.562,3.463,0.776,0.111,11.989,6.943,2.139,0.436,0.063,4.958,2.868,0.816,0.175,0.034,1.591,0.932,0.292,0.045,0.008
México,Irã,56.892,27.316,15.792,13.756,8.104,2.306,0.486,0.085,19.107,10.992,3.389,0.703,0.124,13.122,7.687,2.345,0.431,0.065,6.375,3.723,1.059,0.207,0.04,2.285,1.369,0.392,0.081,0.015
México,Nova Zelândia,79.328,14.177,6.495,4.921,2.717,0.776,0.168,0.032,11.771,6.54,1.782,0.361,0.049,14.586,7.918,2.308,0.453,0.068,11.979,6.574,1.948,0.369,0.061,7.527,4.261,1.143,0.219,0.037
México,Espanha,18.311,29.429,52.26,15.099,18.833,12.002,5.267,1.79,9.368,11.706,7.395,3.335,1.005,2.952,3.668,2.385,1.031,0.367,0.605,0.806,0.512,0.227,0.069,0.11,0.114,0.076,0.049,0.011
México,Uruguai,37.5,34.76,27.74,19.973,14.098,5.198,1.305,0.246,17.531,12.508,4.662,1.208,0.222,8.024,5.627,2.097,0.529,0.12,2.463,1.748,0.694,0.173,0.034,0.564,0.386,0.135,0.033,0.009
México,Arábia Saudita,63.22,26.247,10.533,15.34,6.329,1.426,0.211,0.022,21.807,9.441,1.97,0.279,0.035,16.083,6.739,1.365,0.215,0.021,8.042,3.46,0.681,0.097,0.012,2.976,1.306,0.248,0.029,0.004
México,Cabo Verde,60.933,27.41,11.657,16.111,6.963,1.596,0.238,0.028,21.812,9.652,2.178,0.342,0.045,15.329,6.705,1.519,0.217,0.024,7.283,3.266,0.733,0.123,0.014,2.725,1.193,0.243,0.034,0.004
México,França,21.864,29.454,48.682,13.832,17.108,10.556,4.603,1.47,9.933,12.374,7.678,3.35,1.131,3.752,4.573,2.908,1.282,0.371,0.95,1.173,0.763,0.321,0.104,0.209,0.209,0.148,0.057,0.018
México,Senegal,43.252,29.72,27.028,12.876,11.045,4.838,1.49,0.362,14.906,12.91,5.697,1.621,0.44,8.979,7.678,3.438,0.972,0.225,3.633,3.088,1.354,0.463,0.088,1.13,1.06,0.43,0.135,0.032
México,Noruega,42.91,25.38,31.71,6.755,8.202,4.983,2.128,0.687,9.917,11.853,7.224,3.104,1.001,7.131,8.723,5.487,2.189,0.757,3.651,4.421,2.574,1.133,0.377,1.419,1.697,1.011,0.444,0.141
México,Iraque,73.172,19.027,7.801,9.118,4.088,0.955,0.176,0.021,17.491,7.944,1.895,0.3,0.039,16.915,7.479,1.777,0.26,0.034,11.183,4.928,1.179,0.179,0.019,5.53,2.564,0.557,0.095,0.009
México,Argentina,16.841,31.063,52.096,17.737,20.569,12.469,5.09,1.616,9.478,11.304,6.794,2.768,0.843,2.668,3.007,1.851,0.801,0.231,0.5,0.592,0.346,0.166,0.05,0.087,0.078,0.048,0.011,0.005
México,Áustria,45.251,28.741,26.008,12.104,10.401,4.663,1.408,0.318,14.906,12.728,5.652,1.551,0.393,9.307,8.123,3.43,1.05,0.236,3.927,3.356,1.479,0.439,0.099,1.34,1.134,0.508,0.143,0.038
México,Argélia,53.783,26.669,19.548,11.146,8.13,3.172,0.875,0.18,15.71,11.637,4.571,1.172,0.209,11.63,8.56,3.443,0.858,0.16,5.56,4.229,1.601,0.41,0.085,2.12,1.629,0.618,0.181,0.032
México,Jordânia,67.845,20.573,11.582,7.991,5.024,1.579,0.351,0.062,15.048,9.233,2.978,0.683,0.08,14.157,8.767,2.912,0.587,0.12,9.066,5.657,1.851,0.403,0.054,4.455,2.786,0.916,0.205,0.033
México,Portugal,26.171,30.475,43.354,14.07,15.878,9.039,3.601,1.049,11.154,12.912,7.429,3.035,0.883,4.712,5.47,3.119,1.231,0.367,1.338,1.509,0.892,0.35,0.092,0.307,0.36,0.172,0.074,0.024
México,Colômbia,26.853,32.306,40.841,16.662,16.723,8.776,3.055,0.841,12.645,12.868,6.729,2.352,0.624,5.07,5.003,2.54,0.956,0.233,1.27,1.339,0.703,0.23,0.077,0.265,0.255,0.125,0.046,0.004
México,Uzbequistão,71.012,19.792,9.196,8.84,4.528,1.268,0.228,0.032,16.726,8.522,2.237,0.36,0.066,15.831,8.241,2.17,0.37,0.05,10.167,5.316,1.372,0.243,0.036,5.093,2.489,0.681,0.124,0.017
México,RD Congo,47.291,34.629,18.08,22.034,10.906,2.833,0.497,0.061,21.863,11.076,2.813,0.546,0.069,11.229,5.638,1.417,0.294,0.035,3.911,2.012,0.504,0.098,0.008,1.021,0.514,0.135,0.019,0.004
México,Inglaterra,22.946,32.779,44.275,18.267,18.829,9.911,3.518,0.987,11.925,12.091,6.46,2.388,0.617,3.971,4.118,2.237,0.776,0.227,0.984,0.91,0.495,0.177,0.051,0.164,0.185,0.087,0.034,0.007
México,Croácia,41.653,29.78,28.567,12.915,11.625,5.211,1.61,0.412,14.843,12.979,5.775,1.858,0.425,8.603,7.545,3.455,1.07,0.232,3.375,2.909,1.32,0.407,0.094,0.972,0.884,0.399,0.129,0.023
México,Gana,58.177,27.808,14.015,14.869,7.737,2.009,0.394,0.054,19.919,10.773,2.782,0.501,0.061,14.259,7.385,1.992,0.381,0.054,6.678,3.471,0.924,0.167,0.013,2.4,1.246,0.336,0.058,0.006
México,Panamá,61.592,24.992,13.416,11.996,6.659,1.998,0.373,0.035,18.678,10.381,3.083,0.597,0.101,14.273,7.992,2.35,0.445,0.052,7.604,4.181,1.207,0.246,0.034,3.06,1.753,0.476,0.105,0.017
África do Sul,Coreia do Sul,29.889,28.003,42.108,10.454,12.98,8.082,3.423,1.159,10.326,12.777,8.083,3.461,1.197,5.347,6.582,4.123,1.802,0.622,1.777,2.242,1.463,0.577,0.199,0.515,0.6,0.395,0.182,0.068
Coreia do Sul,Tchéquia,46.347,24.29,29.363,6.076,7.28,4.36,1.854,0.551,9.637,11.288,6.944,2.946,0.967,7.612,9.017,5.512,2.44,0.713,4.099,4.878,2.981,1.222,0.366,1.708,2.003,1.283,0.519,0.179
Coreia do Sul,Canadá,26.021,25.206,48.773,7.722,11.649,8.831,4.535,1.811,8.051,11.711,9.113,4.767,1.868,4.199,6.2,4.801,2.504,1.043,1.471,2.215,1.675,0.874,0.383,0.413,0.64,0.449,0.243,0.09
Coreia do Sul,Suíça,19.004,21.904,59.092,5.66,10.621,9.994,6.495,3.131,5.416,10.308,9.777,6.204,3.051,2.685,4.999,4.771,2.954,1.501,0.935,1.687,1.571,1.028,0.496,0.268,0.413,0.387,0.26,0.128
Coreia do Sul,Catar,66.618,18.626,14.756,4.444,3.981,1.942,0.575,0.166,9.666,8.613,4.17,1.285,0.335,10.563,9.638,4.347,1.388,0.35,7.676,6.923,3.316,1.061,0.272,4.377,4.003,1.921,0.582,0.145
Coreia do Sul,Bósnia e Herzegovina,47.227,24.983,27.79,7.062,7.734,4.358,1.737,0.488,10.716,11.714,6.658,2.52,0.771,8.24,8.829,5.045,1.957,0.595,4.244,4.879,2.732,1.033,0.324,1.759,1.908,1.092,0.42,0.121
Coreia do Sul,Brasil,10.005,17.631,72.364,5.938,12.841,13.703,10.033,5.462,3.922,8.171,8.932,6.58,3.527,1.294,2.727,2.941,2.152,1.22,0.307,0.646,0.683,0.528,0.269,0.052,0.112,0.105,0.083,0.051
Coreia do Sul,Marrocos,12.633,23.055,64.312,10.164,16.697,14.419,8.312,3.602,5.987,10.047,8.618,4.98,2.17,1.776,3.019,2.522,1.36,0.611,0.368,0.592,0.521,0.296,0.127,0.064,0.107,0.098,0.047,0.025
Coreia do Sul,Escócia,32.766,27.469,39.765,9.4,11.664,7.282,3.325,1.059,10.551,12.795,7.979,3.445,1.154,5.851,7.017,4.479,1.936,0.646,2.186,2.729,1.688,0.718,0.217,0.593,0.793,0.486,0.223,0.072
Coreia do Sul,Haiti,60.244,21.645,18.111,5.882,5.522,2.568,0.764,0.185,11.013,10.147,4.82,1.516,0.391,10.352,9.555,4.518,1.403,0.375,6.703,6.217,3.057,0.968,0.242,3.406,3.028,1.451,0.456,0.121
Coreia do Sul,EUA,26.119,22.964,50.917,5.104,8.958,7.705,4.691,2.148,6.089,10.512,9.591,5.813,2.654,3.662,6.43,5.722,3.47,1.531,1.514,2.58,2.397,1.396,0.661,0.46,0.866,0.74,0.44,0.204
Coreia do Sul,Austrália,22.637,28.492,48.871,12.433,15.84,10.453,4.735,1.609,9.705,12.431,8.111,3.612,1.204,3.936,4.835,3.221,1.441,0.46,1.06,1.333,0.828,0.38,0.136,0.202,0.307,0.189,0.085,0.026
Coreia do Sul,Paraguai,30.934,29.597,39.469,12.435,13.659,7.763,3.093,0.911,11.914,13.04,7.472,3.0,0.9,5.748,6.379,3.617,1.341,0.455,1.904,2.005,1.209,0.464,0.122,0.476,0.496,0.32,0.097,0.039
Coreia do Sul,Turquia,31.42,24.469,44.111,6.058,9.172,7.161,3.777,1.45,7.529,11.26,8.942,4.572,1.909,4.916,7.218,5.603,3.049,1.233,2.146,3.142,2.429,1.355,0.488,0.697,1.058,0.735,0.426,0.175
Coreia do Sul,Alemanha,10.922,14.647,74.431,2.31,6.283,8.511,8.091,5.636,2.369,6.254,8.589,7.856,5.521,1.126,3.093,4.378,3.99,2.69,0.399,1.02,1.443,1.383,0.955,0.098,0.277,0.395,0.346,0.286
Coreia do Sul,Equador,19.452,33.028,47.52,19.455,20.575,10.965,4.049,1.109,10.945,11.615,6.272,2.387,0.663,3.207,3.346,1.822,0.69,0.18,0.632,0.698,0.341,0.13,0.046,0.086,0.1,0.039,0.024,0.006
Coreia do Sul,Costa do Marfim,32.043,30.09,37.867,12.911,13.885,7.456,2.783,0.8,12.184,13.159,7.0,2.632,0.788,6.11,6.392,3.549,1.371,0.369,2.033,2.207,1.209,0.435,0.122,0.519,0.574,0.287,0.134,0.035
Coreia do Sul,Curaçao,66.794,19.717,13.489,6.115,4.802,1.88,0.509,0.097,12.226,9.316,3.597,0.962,0.197,12.372,9.407,3.555,0.965,0.225,8.447,6.362,2.531,0.656,0.115,4.326,3.391,1.35,0.348,0.069
Coreia do Sul,Holanda,11.347,16.267,72.386,3.817,8.841,10.885,8.795,5.539,3.095,7.481,9.147,7.572,4.768,1.343,3.349,3.864,3.246,2.007,0.401,0.993,1.192,0.945,0.607,0.092,0.209,0.251,0.204,0.142
Coreia do Sul,Japão,13.17,19.75,67.08,6.009,11.696,12.285,8.523,4.494,4.528,9.175,9.233,6.598,3.491,1.765,3.607,3.754,2.586,1.34,0.463,0.976,0.998,0.737,0.396,0.105,0.226,0.225,0.137,0.071
Coreia do Sul,Tunísia,50.672,25.53,23.798,8.412,7.88,3.77,1.278,0.311,12.7,11.914,5.81,1.863,0.482,9.589,9.089,4.318,1.426,0.358,4.964,4.757,2.378,0.792,0.214,1.932,1.892,0.88,0.303,0.089
Coreia do Sul,Suécia,30.754,21.47,47.776,3.246,6.057,5.831,3.88,1.927,4.807,8.981,8.633,5.763,2.87,3.703,6.914,6.519,4.317,2.161,1.889,3.545,3.432,2.192,1.132,0.716,1.424,1.33,0.852,0.472
Coreia do Sul,Bélgica,15.384,22.402,62.214,7.954,13.984,12.522,7.442,3.449,5.93,10.385,9.248,5.525,2.589,2.191,3.943,3.48,2.186,0.999,0.595,1.066,0.886,0.534,0.265,0.127,0.179,0.18,0.143,0.046
Coreia do Sul,Egito,31.793,28.855,39.352,11.097,12.808,7.517,3.117,0.922,11.165,13.061,7.742,3.167,0.958,5.906,6.745,4.108,1.629,0.522,2.09,2.349,1.363,0.535,0.181,0.538,0.645,0.391,0.136,0.052
Coreia do Sul,Irã,36.533,27.755,35.712,9.431,10.82,6.517,2.497,0.817,10.891,13.016,7.542,3.048,0.961,6.698,7.59,4.423,1.855,0.573,2.721,3.199,1.856,0.802,0.253,0.868,0.954,0.573,0.25,0.08
Coreia do Sul,Nova Zelândia,60.183,20.127,19.69,4.047,4.512,2.483,0.89,0.281,8.164,9.051,5.109,1.957,0.577,8.89,9.693,5.375,2.097,0.629,6.15,6.691,3.778,1.418,0.486,3.261,3.629,2.203,0.802,0.219
Coreia do Sul,Espanha,5.792,13.34,80.868,4.777,11.634,14.618,12.359,8.058,2.478,6.129,7.718,6.677,4.255,0.65,1.625,2.087,1.783,1.166,0.121,0.307,0.392,0.315,0.207,0.018,0.043,0.07,0.055,0.031
Coreia do Sul,Uruguai,20.068,26.768,53.164,11.176,15.57,11.316,5.611,2.155,8.374,11.693,8.445,4.176,1.649,3.312,4.581,3.39,1.645,0.617,0.853,1.201,0.899,0.464,0.164,0.175,0.256,0.184,0.089,0.043
Coreia do Sul,Arábia Saudita,45.348,29.17,25.482,12.45,10.452,4.519,1.223,0.309,15.307,12.793,5.511,1.635,0.371,9.398,8.009,3.501,0.944,0.23,3.967,3.43,1.39,0.386,0.09,1.214,1.073,0.441,0.136,0.039
Coreia do Sul,Cabo Verde,43.166,29.417,27.417,12.788,11.121,4.975,1.5,0.325,15.025,12.789,5.669,1.714,0.426,8.809,7.733,3.398,1.07,0.248,3.612,3.044,1.406,0.414,0.101,1.075,0.981,0.434,0.128,0.026
Coreia do Sul,França,7.351,14.39,78.259,4.436,10.745,13.29,11.247,7.2,2.679,6.796,8.348,7.0,4.384,0.909,2.185,2.617,2.27,1.451,0.184,0.447,0.599,0.489,0.312,0.036,0.081,0.087,0.083,0.049
Coreia do Sul,Senegal,21.921,23.347,54.732,6.423,10.793,9.451,5.713,2.514,6.275,11.066,9.512,5.726,2.578,3.321,5.539,4.685,2.934,1.397,1.173,1.946,1.694,1.055,0.401,0.295,0.514,0.443,0.261,0.113
Coreia do Sul,Noruega,18.11,17.779,64.111,2.488,5.973,7.191,5.995,3.938,3.124,7.317,8.878,7.341,4.673,1.946,4.626,5.537,4.742,2.962,0.794,1.949,2.419,1.933,1.244,0.26,0.622,0.745,0.65,0.433
Coreia do Sul,Iraque,55.446,23.854,20.7,7.704,6.925,3.198,0.919,0.239,12.619,11.106,5.173,1.622,0.402,10.324,9.526,4.239,1.392,0.337,5.827,5.361,2.401,0.721,0.199,2.559,2.3,1.09,0.331,0.077
Coreia do Sul,Argentina,5.58,13.765,80.655,5.725,13.416,16.121,13.168,8.072,2.615,6.078,7.481,5.907,3.56,0.684,1.549,1.718,1.39,0.875,0.088,0.253,0.265,0.224,0.148,0.01,0.033,0.033,0.033,0.018
Coreia do Sul,Áustria,23.179,23.5,53.321,6.253,10.337,9.161,5.359,2.395,6.467,10.944,9.406,5.662,2.509,3.404,5.833,5.072,2.901,1.393,1.291,2.086,1.862,1.086,0.493,0.332,0.593,0.463,0.309,0.13
Coreia do Sul,Argélia,30.915,25.038,44.047,6.323,9.514,7.142,3.77,1.479,7.66,11.654,8.915,4.724,1.799,4.801,7.224,5.633,2.868,1.151,2.02,3.034,2.379,1.231,0.541,0.672,1.014,0.755,0.361,0.184
Coreia do Sul,Jordânia,45.886,24.176,29.938,5.603,7.026,4.426,1.936,0.667,9.062,11.27,7.009,2.984,1.038,7.208,9.086,5.763,2.43,0.836,4.088,4.947,3.164,1.362,0.499,1.697,2.129,1.291,0.525,0.163
Coreia do Sul,Portugal,9.66,16.796,73.544,5.045,11.355,12.719,9.973,5.998,3.461,7.76,8.857,7.035,4.079,1.227,2.723,3.293,2.396,1.473,0.309,0.664,0.762,0.631,0.356,0.059,0.127,0.126,0.108,0.057
Coreia do Sul,Colômbia,10.903,19.276,69.821,6.929,13.5,13.819,9.397,4.9,4.355,8.805,8.901,6.196,3.213,1.46,3.017,2.98,2.021,1.12,0.303,0.649,0.657,0.512,0.247,0.068,0.13,0.124,0.069,0.048
Coreia do Sul,Uzbequistão,51.114,24.267,24.619,6.848,7.192,3.801,1.387,0.353,11.183,11.417,6.103,2.13,0.619,9.071,9.29,4.941,1.746,0.496,5.015,5.102,2.722,0.949,0.245,2.216,2.212,1.144,0.417,0.104
Coreia do Sul,RD Congo,30.187,31.849,37.964,15.454,15.499,7.846,2.743,0.738,13.259,13.14,6.552,2.268,0.609,5.686,5.782,2.911,0.944,0.256,1.657,1.698,0.889,0.326,0.074,0.363,0.386,0.183,0.068,0.017
Coreia do Sul,Inglaterra,8.727,17.996,73.277,7.158,14.592,14.992,10.796,5.812,3.928,8.034,8.305,5.979,3.226,1.113,2.302,2.422,1.696,0.924,0.192,0.461,0.488,0.348,0.202,0.03,0.062,0.06,0.06,0.033
Coreia do Sul,Croácia,20.267,22.792,56.941,6.417,11.162,10.109,6.05,2.832,5.98,10.66,9.652,5.928,2.669,2.976,5.316,4.681,2.825,1.25,0.958,1.737,1.618,0.911,0.459,0.222,0.432,0.385,0.252,0.115
Coreia do Sul,Gana,38.947,28.745,32.308,10.701,11.047,5.905,2.058,0.624,12.531,13.174,6.927,2.446,0.71,7.39,7.718,4.22,1.492,0.368,3.005,3.187,1.599,0.596,0.167,0.908,1.003,0.55,0.188,0.053
Coreia do Sul,Panamá,41.101,26.822,32.077,8.542,9.691,5.458,2.127,0.645,11.326,12.698,7.049,2.868,0.824,7.351,8.281,4.698,1.848,0.562,3.444,3.806,2.12,0.771,0.29,1.147,1.297,0.708,0.293,0.105
Tchéquia,África do Sul,35.089,26.744,38.167,8.426,10.39,6.625,2.975,0.993,10.02,12.46,8.079,3.518,1.181,6.03,7.693,4.856,2.273,0.721,2.521,3.141,2.063,0.91,0.293,0.812,0.991,0.619,0.274,0.084
África do Sul,Canadá,20.62,25.7,53.68,9.508,14.279,10.826,5.672,2.235,7.973,11.723,8.948,4.674,1.792,3.258,4.908,3.868,1.918,0.842,0.936,1.416,1.042,0.539,0.209,0.191,0.312,0.243,0.13,0.057
África do Sul,Suíça,14.946,21.49,63.564,6.967,12.756,12.066,7.691,3.831,5.511,9.975,9.444,6.052,2.961,2.047,3.917,3.798,2.405,1.12,0.572,1.062,0.994,0.668,0.288,0.114,0.213,0.226,0.139,0.076
África do Sul,Catar,57.483,23.048,19.469,6.882,6.141,2.947,0.921,0.22,11.968,10.757,5.029,1.599,0.386,10.748,9.399,4.436,1.425,0.333,6.214,5.64,2.574,0.867,0.205,3.024,2.543,1.161,0.375,0.097
África do Sul,Bósnia e Herzegovina,39.214,27.53,33.256,9.577,10.533,5.877,2.323,0.622,11.488,12.644,7.193,2.77,0.817,7.373,8.049,4.518,1.711,0.535,3.089,3.397,1.912,0.726,0.197,0.992,1.063,0.633,0.24,0.061
África do Sul,Brasil,7.809,16.971,75.22,6.851,14.322,15.39,11.334,6.572,3.662,7.599,8.091,5.967,3.287,0.932,2.037,2.197,1.619,0.889,0.191,0.363,0.42,0.294,0.165,0.03,0.055,0.052,0.042,0.03
África do Sul,Marrocos,10.015,22.377,67.608,11.22,19.081,16.151,9.318,4.095,5.343,9.09,7.485,4.506,1.98,1.37,2.244,1.918,1.037,0.471,0.194,0.37,0.314,0.14,0.066,0.029,0.065,0.051,0.013,0.009
África do Sul,Escócia,26.252,28.481,45.267,11.549,14.597,9.219,4.066,1.304,10.225,12.787,7.946,3.502,1.152,4.661,5.709,3.635,1.596,0.534,1.415,1.764,1.109,0.467,0.175,0.358,0.408,0.253,0.118,0.043
África do Sul,Haiti,51.825,25.194,22.981,8.172,7.731,3.637,1.172,0.293,12.971,11.822,5.619,1.817,0.446,9.848,9.2,4.341,1.402,0.325,5.155,4.791,2.302,0.774,0.2,2.058,1.968,0.951,0.275,0.078
África do Sul,EUA,20.467,23.188,56.345,6.572,11.106,9.994,6.076,2.724,6.165,10.869,9.584,5.646,2.657,3.032,5.302,4.669,2.872,1.295,1.074,1.783,1.496,0.972,0.426,0.258,0.415,0.365,0.226,0.095
África do Sul,Austrália,18.174,28.839,52.987,14.547,18.689,12.079,5.335,1.92,9.056,11.565,7.593,3.392,1.152,2.817,3.849,2.48,1.087,0.379,0.67,0.799,0.554,0.231,0.074,0.105,0.141,0.081,0.048,0.016
África do Sul,Paraguai,25.115,30.87,44.015,14.839,16.414,9.436,3.73,1.153,11.608,12.835,7.321,2.766,0.904,4.44,4.887,2.888,1.14,0.315,1.24,1.346,0.709,0.283,0.093,0.254,0.283,0.16,0.054,0.024
África do Sul,Turquia,25.092,25.39,49.518,7.89,11.696,9.31,4.755,1.947,7.798,11.865,8.899,4.804,1.913,4.039,5.981,4.651,2.477,1.024,1.33,2.159,1.717,0.869,0.362,0.389,0.546,0.428,0.233,0.11
África do Sul,Alemanha,8.35,13.281,78.369,2.873,7.614,10.42,9.737,6.96,2.318,6.006,8.303,7.797,5.553,0.951,2.491,3.396,3.043,2.236,0.252,0.645,0.948,0.867,0.624,0.063,0.145,0.207,0.163,0.126
África do Sul,Equador,15.88,33.321,50.799,21.383,22.971,12.315,4.633,1.318,9.983,10.448,5.674,2.084,0.583,2.38,2.43,1.398,0.462,0.142,0.342,0.406,0.19,0.089,0.014,0.04,0.061,0.026,0.01,0.003
África do Sul,Costa do Marfim,25.916,31.67,42.414,15.764,16.813,9.06,3.407,0.916,11.949,12.843,6.917,2.62,0.715,4.578,5.03,2.773,0.972,0.332,1.248,1.446,0.715,0.278,0.082,0.296,0.298,0.156,0.068,0.012
África do Sul,Curaçao,57.621,24.52,17.859,9.262,7.052,2.749,0.742,0.143,14.441,11.136,4.299,1.243,0.269,11.938,8.989,3.585,0.934,0.181,6.489,4.954,1.993,0.498,0.11,2.87,2.067,0.817,0.242,0.036
África do Sul,Holanda,8.567,15.296,76.137,4.428,10.562,12.79,10.37,6.709,2.975,7.184,8.695,7.174,4.456,1.059,2.534,3.044,2.415,1.592,0.237,0.57,0.699,0.564,0.349,0.047,0.122,0.13,0.112,0.073
África do Sul,Japão,10.143,18.69,71.167,6.831,13.532,14.24,10.078,5.217,4.159,8.555,8.739,6.149,3.287,1.357,2.782,2.819,1.949,1.117,0.268,0.626,0.596,0.444,0.216,0.038,0.091,0.105,0.064,0.04
