home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Suécia,Portugal,12.148,14.891,72.961,2.191,5.831,7.882,7.35,5.28,2.195,6.134,8.487,7.976,5.621,1.268,3.315,4.537,4.421,3.016,0.473,1.214,1.774,1.639,1.136,0.137,0.347,0.465,0.439,0.336
Suécia,Colômbia,13.792,17.083,69.125,3.265,7.603,9.075,7.653,4.775,3.204,7.601,9.307,7.489,4.811,1.584,3.845,4.594,3.718,2.357,0.542,1.309,1.617,1.374,0.82,0.163,0.369,0.429,0.34,0.213
Suécia,Uzbequistão,64.651,17.569,17.78,2.382,2.972,1.879,0.776,0.272,5.787,7.145,4.499,1.9,0.628,7.195,8.838,5.529,2.419,0.798,6.052,7.462,4.701,2.017,0.669,3.852,4.642,3.049,1.268,0.427
Suécia,RD Congo,39.288,26.412,34.3,7.985,9.527,5.854,2.566,0.737,10.375,12.393,7.624,3.045,1.046,6.896,8.314,4.994,2.004,0.648,3.004,3.74,2.222,0.92,0.276,1.065,1.291,0.793,0.302,0.117
Suécia,Inglaterra,10.93,15.687,73.383,3.351,8.57,10.611,8.975,5.73,2.983,7.302,8.886,7.584,4.873,1.305,3.056,3.869,3.266,2.177,0.373,1.0,1.164,0.997,0.643,0.075,0.242,0.273,0.227,0.151
Suécia,Croácia,26.77,20.27,52.96,2.529,5.596,6.008,4.345,2.469,3.9,8.178,8.604,6.273,3.529,2.86,6.071,6.492,4.823,2.533,1.498,3.201,3.285,2.47,1.292,0.588,1.193,1.273,0.957,0.51
Suécia,Gana,50.317,22.647,27.036,4.625,5.761,3.655,1.576,0.515,8.108,10.258,6.577,2.87,0.938,7.611,9.304,5.891,2.629,0.899,4.445,5.761,3.619,1.605,0.486,2.15,2.604,1.73,0.747,0.233
Suécia,Panamá,52.713,21.149,26.138,3.492,4.554,3.274,1.528,0.493,6.643,8.989,6.338,2.865,1.064,6.809,9.266,6.242,2.838,1.073,4.675,5.956,4.273,1.983,0.689,2.469,3.3,2.311,0.994,0.395
Bélgica,Egito,55.285,26.666,18.049,11.507,7.987,2.788,0.662,0.153,16.631,11.717,4.179,1.038,0.202,12.085,8.405,3.08,0.743,0.139,5.946,4.243,1.521,0.336,0.063,2.222,1.616,0.591,0.155,0.024
Bélgica,Irã,61.556,23.383,15.061,9.18,6.358,2.178,0.518,0.091,15.27,10.501,3.713,0.918,0.156,12.918,8.931,3.235,0.81,0.141,7.566,5.116,1.789,0.433,0.091,3.292,2.303,0.778,0.217,0.032
Nova Zelândia,Bélgica,5.446,10.834,83.72,2.58,7.462,11.191,11.26,8.658,1.657,5.126,7.495,7.53,5.783,0.596,1.723,2.463,2.467,1.857,0.13,0.442,0.538,0.582,0.482,0.019,0.062,0.106,0.109,0.08
Bélgica,Espanha,18.622,25.76,55.618,10.513,15.237,11.741,6.083,2.462,7.57,11.465,8.792,4.683,1.772,2.958,4.516,3.299,1.729,0.682,0.739,1.101,0.884,0.447,0.182,0.173,0.26,0.172,0.111,0.035
Bélgica,Uruguai,40.322,30.461,29.217,14.1,12.387,5.342,1.574,0.366,15.255,13.019,5.816,1.794,0.383,8.409,6.96,2.975,0.985,0.24,3.109,2.733,1.154,0.346,0.089,0.892,0.724,0.343,0.097,0.021
Bélgica,Arábia Saudita,68.238,21.753,10.009,10.458,5.181,1.354,0.243,0.034,18.115,9.001,2.299,0.392,0.054,15.679,7.952,2.048,0.349,0.054,9.435,4.887,1.19,0.224,0.034,4.274,2.18,0.549,0.111,0.022
Bélgica,Cabo Verde,65.944,23.012,11.044,10.956,5.71,1.485,0.264,0.047,18.084,9.639,2.509,0.462,0.074,15.231,7.985,2.171,0.379,0.049,8.968,4.6,1.21,0.231,0.04,3.865,2.021,0.567,0.095,0.015
Bélgica,França,22.44,25.882,51.678,9.307,13.619,10.141,5.142,2.096,8.076,11.792,9.108,4.559,1.786,3.594,5.398,4.07,2.063,0.824,1.191,1.614,1.246,0.671,0.249,0.274,0.359,0.297,0.153,0.042
Bélgica,Senegal,46.023,26.3,27.677,8.596,8.782,4.568,1.611,0.404,12.027,12.143,6.471,2.327,0.622,8.644,8.648,4.663,1.737,0.469,4.198,4.208,2.232,0.805,0.21,1.6,1.559,0.88,0.303,0.085
Bélgica,Noruega,45.136,22.637,32.227,4.028,5.66,4.23,2.052,0.797,6.742,9.849,7.293,3.646,1.429,6.176,8.741,6.448,3.145,1.228,3.703,5.316,3.938,1.918,0.785,1.664,2.381,1.688,0.913,0.357
Bélgica,Iraque,78.392,14.974,6.634,5.575,2.902,0.779,0.156,0.02,12.842,6.852,1.888,0.309,0.061,14.808,8.179,2.174,0.407,0.056,11.829,6.411,1.81,0.341,0.028,7.342,3.913,1.024,0.192,0.031
Bélgica,Argentina,17.34,26.977,55.683,12.285,17.411,12.454,5.99,2.328,8.111,11.625,8.194,3.977,1.562,2.724,3.856,2.753,1.391,0.5,0.631,0.925,0.607,0.294,0.124,0.093,0.15,0.106,0.066,0.018
Bélgica,Áustria,48.052,25.702,26.246,7.985,8.008,4.178,1.522,0.427,11.689,11.901,6.236,2.332,0.621,8.874,9.045,4.855,1.689,0.441,4.395,4.647,2.355,0.883,0.254,1.819,1.852,0.942,0.33,0.07
Bélgica,Argélia,58.015,22.869,19.116,6.875,6.129,2.836,0.872,0.209,12.148,10.744,4.98,1.583,0.32,10.758,9.411,4.336,1.39,0.324,6.388,5.678,2.666,0.811,0.183,2.913,2.55,1.218,0.391,0.098
Bélgica,Jordânia,72.401,17.139,10.46,4.804,3.328,1.341,0.35,0.072,10.55,8.078,3.016,0.81,0.145,12.277,9.2,3.464,0.949,0.183,9.398,7.014,2.684,0.694,0.136,5.558,4.328,1.629,0.413,0.094
Bélgica,Portugal,27.375,26.892,45.733,9.217,12.607,8.724,4.035,1.512,9.097,12.462,8.706,4.018,1.474,4.676,6.29,4.424,2.048,0.785,1.603,2.126,1.539,0.72,0.262,0.421,0.602,0.382,0.179,0.064
Bélgica,Colômbia,28.468,28.786,42.746,11.809,13.95,8.551,3.743,1.161,10.594,12.679,7.795,3.356,1.03,5.146,6.096,3.728,1.515,0.496,1.694,2.019,1.169,0.533,0.167,0.466,0.545,0.288,0.131,0.036
Bélgica,Uzbequistão,75.602,15.889,8.509,5.355,3.338,1.072,0.23,0.044,12.134,7.399,2.401,0.479,0.076,14.013,8.535,2.612,0.606,0.115,10.773,6.684,2.134,0.461,0.089,6.368,4.086,1.333,0.282,0.053
Bélgica,RD Congo,51.374,30.308,18.318,16.205,9.624,2.955,0.581,0.099,19.738,11.726,3.592,0.714,0.15,11.949,7.036,2.199,0.446,0.079,4.913,2.938,0.901,0.173,0.028,1.621,0.915,0.268,0.063,0.005
Bélgica,Inglaterra,24.058,28.917,47.025,12.78,16.083,9.957,4.169,1.329,10.203,12.524,7.808,3.511,1.121,4.237,5.102,3.2,1.423,0.451,1.123,1.406,0.94,0.388,0.133,0.242,0.341,0.197,0.084,0.025
Bélgica,Croácia,44.416,26.431,29.153,8.432,9.161,4.83,1.837,0.5,11.856,12.486,6.7,2.456,0.682,8.261,8.666,4.627,1.729,0.482,3.92,4.075,2.162,0.811,0.214,1.404,1.494,0.778,0.286,0.07
Bélgica,Gana,63.071,23.335,13.594,9.94,6.166,2.005,0.445,0.069,16.557,10.238,3.32,0.682,0.105,13.74,8.616,2.786,0.604,0.087,7.796,5.119,1.537,0.343,0.043,3.505,2.131,0.692,0.152,0.025
Bélgica,Panamá,66.153,20.964,12.883,7.829,5.216,1.828,0.437,0.07,14.34,9.495,3.4,0.747,0.149,13.696,9.076,3.136,0.763,0.129,8.507,5.742,1.948,0.461,0.067,4.192,2.798,0.946,0.228,0.038
Egito,Irã,39.069,29.852,31.079,12.623,12.0,5.714,1.851,0.513,13.824,13.175,6.408,2.103,0.558,7.707,7.443,3.571,1.178,0.268,2.984,2.867,1.346,0.455,0.135,0.886,0.806,0.382,0.115,0.027
Nova Zelândia,Egito,16.988,20.917,62.095,5.65,11.159,10.661,7.051,3.674,5.136,9.686,9.544,6.345,3.344,2.319,4.482,4.5,2.832,1.418,0.725,1.477,1.416,0.971,0.511,0.2,0.342,0.367,0.239,0.098
Egito,Espanha,7.842,17.747,74.411,7.854,15.68,16.123,11.413,5.961,3.863,7.611,7.857,5.536,3.022,0.953,2.006,2.016,1.399,0.773,0.167,0.319,0.349,0.241,0.126,0.016,0.05,0.058,0.038,0.024
Egito,Uruguai,22.423,30.699,46.878,15.425,17.441,10.467,4.217,1.282,10.76,12.341,7.264,2.962,0.879,3.904,4.409,2.678,1.084,0.331,0.923,1.081,0.649,0.238,0.074,0.183,0.206,0.138,0.058,0.016
Egito,Arábia Saudita,47.043,30.736,22.221,15.66,10.935,3.844,0.897,0.168,18.006,12.315,4.341,1.014,0.179,10.547,7.344,2.515,0.623,0.091,4.092,2.853,0.941,0.233,0.04,1.28,0.88,0.279,0.081,0.013
Egito,Cabo Verde,45.127,31.605,23.268,16.274,11.207,3.994,1.011,0.196,17.66,12.495,4.627,1.12,0.223,9.792,6.983,2.566,0.598,0.121,3.974,2.757,1.002,0.253,0.059,1.108,0.795,0.298,0.059,0.015
Egito,França,9.745,18.867,71.388,7.421,14.454,14.801,10.078,5.38,4.323,8.479,8.502,5.906,3.117,1.331,2.475,2.569,1.774,0.905,0.28,0.504,0.522,0.367,0.177,0.037,0.09,0.1,0.047,0.03
Egito,Senegal,24.818,26.881,48.301,9.528,13.337,9.382,4.645,1.682,8.61,12.418,8.837,4.249,1.545,4.176,5.792,4.234,2.03,0.729,1.377,1.879,1.395,0.641,0.238,0.334,0.45,0.321,0.159,0.057
Egito,Noruega,22.001,21.267,56.732,4.229,8.295,8.179,5.476,2.862,4.892,9.664,9.579,6.582,3.307,2.901,5.617,5.551,3.906,1.951,1.149,2.266,2.215,1.521,0.806,0.34,0.691,0.678,0.447,0.275
Egito,Iraque,56.997,25.186,17.817,10.077,7.392,2.763,0.72,0.156,15.757,11.277,4.273,1.137,0.201,12.148,8.795,3.381,0.816,0.17,6.296,4.709,1.741,0.419,0.076,2.566,1.852,0.677,0.169,0.03
Egito,Argentina,7.396,18.756,73.848,9.374,17.762,17.309,11.255,5.672,4.062,7.583,7.42,4.751,2.422,0.914,1.676,1.624,1.073,0.543,0.124,0.265,0.251,0.16,0.073,0.018,0.029,0.03,0.016,0.014
Egito,Áustria,26.437,26.554,47.009,9.126,12.641,9.001,4.35,1.65,8.77,12.256,8.76,4.219,1.508,4.407,6.299,4.335,2.087,0.849,1.534,2.108,1.423,0.751,0.243,0.406,0.537,0.396,0.186,0.082
Egito,Argélia,34.66,27.382,37.958,9.078,11.136,6.807,2.992,0.957,10.423,12.769,7.793,3.335,1.045,6.129,7.614,4.713,1.941,0.641,2.383,2.984,1.921,0.757,0.244,0.765,0.883,0.525,0.211,0.063
Egito,Jordânia,48.671,25.616,25.713,7.998,7.942,3.927,1.534,0.382,11.803,11.894,6.266,2.213,0.607,9.077,9.203,4.797,1.711,0.449,4.495,4.622,2.391,0.849,0.239,1.804,1.875,0.931,0.359,0.071
Egito,Portugal,12.338,21.228,66.434,7.856,14.607,13.752,8.784,4.209,5.194,9.955,8.856,5.568,2.857,1.734,3.137,2.961,1.941,0.917,0.399,0.727,0.721,0.422,0.231,0.076,0.109,0.104,0.077,0.034
Egito,Colômbia,13.47,23.492,63.038,10.132,16.8,14.098,8.026,3.396,6.287,10.3,8.602,4.765,1.971,1.95,3.215,2.721,1.476,0.682,0.42,0.646,0.593,0.32,0.152,0.067,0.105,0.094,0.043,0.019
Egito,Uzbequistão,53.334,25.772,20.894,9.415,7.776,3.367,1.012,0.209,14.132,11.857,4.989,1.498,0.329,10.69,9.062,3.912,1.09,0.257,5.517,4.7,1.975,0.54,0.148,2.198,1.798,0.774,0.228,0.046
Egito,RD Congo,32.461,35.074,32.465,19.829,15.759,6.557,1.837,0.394,15.887,12.75,5.152,1.428,0.318,6.54,5.187,2.303,0.639,0.158,1.748,1.433,0.616,0.183,0.046,0.383,0.335,0.133,0.038,0.009
Egito,Inglaterra,11.094,22.708,66.198,10.783,18.106,15.406,8.818,3.848,5.646,9.563,8.127,4.56,2.079,1.508,2.571,2.113,1.261,0.555,0.264,0.448,0.434,0.239,0.099,0.04,0.06,0.053,0.041,0.01
Egito,Croácia,23.765,26.44,49.795,9.434,13.609,9.864,4.82,1.851,8.568,12.238,8.84,4.364,1.681,3.907,5.699,4.065,1.987,0.739,1.177,1.72,1.239,0.638,0.234,0.282,0.412,0.292,0.167,0.06
Egito,Gana,41.322,30.538,28.14,14.256,11.943,5.272,1.532,0.335,15.52,12.729,5.569,1.692,0.389,8.391,7.282,3.202,0.898,0.197,3.311,2.75,1.225,0.327,0.072,0.978,0.789,0.317,0.106,0.024
Egito,Panamá,43.423,28.71,27.867,11.621,10.716,4.812,1.527,0.379,14.061,12.787,6.023,1.99,0.505,8.84,8.066,3.736,1.21,0.272,3.729,3.269,1.611,0.529,0.129,1.209,1.034,0.465,0.152,0.034
Irã,Nova Zelândia,58.514,21.233,20.253,4.886,5.063,2.669,1.044,0.313,9.449,9.761,5.306,1.934,0.543,9.171,9.473,5.158,1.922,0.544,6.148,6.452,3.513,1.248,0.358,3.165,3.253,1.745,0.621,0.159
Irã,Espanha,5.909,14.22,79.871,5.582,13.159,15.428,12.578,7.776,2.76,6.43,7.53,6.234,3.751,0.726,1.541,1.925,1.548,0.951,0.119,0.321,0.296,0.258,0.173,0.015,0.033,0.049,0.032,0.025
Irã,Uruguai,19.945,27.603,52.452,12.64,16.798,11.574,5.391,1.998,8.943,11.697,8.146,3.691,1.343,3.308,4.399,2.9,1.341,0.5,0.841,1.005,0.74,0.344,0.124,0.166,0.204,0.164,0.068,0.022
Irã,Arábia Saudita,44.024,30.518,25.458,14.202,11.227,4.548,1.243,0.269,16.106,12.942,5.138,1.488,0.303,9.339,7.529,3.023,0.833,0.168,3.663,2.914,1.197,0.33,0.063,1.105,0.962,0.378,0.096,0.021
Irã,Cabo Verde,42.063,30.599,27.338,14.367,11.818,4.987,1.444,0.335,15.802,12.804,5.429,1.605,0.373,8.795,7.236,3.04,0.864,0.188,3.474,2.705,1.139,0.358,0.078,0.962,0.822,0.34,0.096,0.028
Irã,França,7.53,15.204,77.266,5.211,12.205,14.256,11.329,6.761,3.07,6.995,8.298,6.636,4.028,0.912,2.119,2.547,1.909,1.238,0.199,0.411,0.529,0.405,0.228,0.031,0.084,0.082,0.06,0.042
Irã,Senegal,21.714,24.059,54.227,7.502,12.12,10.122,5.706,2.423,6.971,11.215,9.419,5.35,2.27,3.209,5.515,4.484,2.538,1.008,1.155,1.749,1.489,0.774,0.319,0.276,0.439,0.369,0.203,0.08
Irã,Noruega,17.91,18.558,63.532,3.083,7.059,8.152,6.236,3.807,3.543,8.029,9.213,7.169,4.43,2.041,4.657,5.367,4.312,2.586,0.851,1.886,2.129,1.698,0.967,0.25,0.613,0.647,0.519,0.345
Irã,Iraque,53.468,25.446,21.086,9.008,7.671,3.369,1.058,0.216,13.701,11.775,5.107,1.597,0.346,10.637,9.194,3.993,1.148,0.23,5.548,4.73,2.042,0.6,0.124,2.209,1.879,0.835,0.268,0.067
Irã,Argentina,5.549,14.993,79.458,6.715,15.16,16.96,12.919,7.461,2.878,6.452,7.415,5.452,3.273,0.637,1.365,1.624,1.221,0.704,0.106,0.236,0.235,0.184,0.117,0.011,0.022,0.022,0.026,0.018
Irã,Áustria,22.486,24.4,53.114,7.316,11.778,9.439,5.361,2.306,7.056,11.45,9.47,5.168,2.213,3.449,5.539,4.56,2.74,1.132,1.203,1.891,1.509,0.962,0.389,0.305,0.477,0.41,0.221,0.104
Irã,Argélia,30.513,25.911,43.576,7.609,10.549,7.597,3.842,1.393,8.502,12.113,8.64,4.348,1.652,5.007,7.144,5.056,2.443,0.962,1.971,2.727,1.975,0.992,0.362,0.645,0.854,0.596,0.314,0.131
Irã,Jordânia,44.893,24.763,30.344,6.571,7.903,4.74,2.038,0.585,10.024,11.652,7.108,2.871,0.914,7.535,8.974,5.239,2.208,0.7,4.002,4.579,2.662,1.127,0.368,1.55,1.842,1.063,0.436,0.162
Irã,Portugal,10.033,17.574,72.393,5.928,12.463,13.631,9.935,5.689,3.891,8.118,9.105,6.478,3.626,1.322,2.729,2.953,2.151,1.206,0.307,0.644,0.677,0.52,0.288,0.045,0.126,0.132,0.086,0.051
Irã,Colômbia,10.881,20.05,69.069,7.982,14.884,14.418,9.527,4.629,4.642,8.888,8.7,5.736,2.862,1.541,2.835,2.742,1.761,0.939,0.321,0.602,0.605,0.407,0.195,0.044,0.099,0.081,0.066,0.03
Irã,Uzbequistão,49.723,25.661,24.616,8.165,7.915,4.039,1.32,0.367,12.175,12.011,5.956,2.012,0.495,9.257,9.046,4.594,1.502,0.396,4.935,4.762,2.24,0.798,0.207,1.956,1.84,0.935,0.314,0.089
Irã,RD Congo,29.275,33.083,37.642,17.114,16.491,7.741,2.631,0.638,13.491,13.07,6.066,2.053,0.529,5.541,5.423,2.671,0.87,0.209,1.589,1.521,0.67,0.219,0.054,0.331,0.316,0.146,0.05,0.009
Irã,Inglaterra,8.976,19.124,71.9,8.334,15.761,15.875,10.682,5.342,4.304,8.319,7.949,5.415,2.838,1.166,2.235,2.186,1.457,0.697,0.21,0.437,0.416,0.269,0.135,0.044,0.053,0.058,0.026,0.016
Irã,Croácia,20.115,23.654,56.231,7.399,12.219,10.51,5.983,2.619,6.646,11.097,9.748,5.435,2.445,3.035,5.088,4.263,2.438,1.074,0.975,1.584,1.363,0.799,0.326,0.244,0.379,0.327,0.195,0.091
Irã,Gana,37.888,29.808,32.304,12.39,11.81,6.067,2.114,0.574,13.334,13.148,6.571,2.328,0.621,7.511,7.364,3.774,1.281,0.352,2.747,2.768,1.385,0.467,0.121,0.808,0.769,0.424,0.133,0.027
Irã,Panamá,39.613,27.931,32.456,9.893,10.631,5.805,2.138,0.69,12.091,12.893,7.072,2.537,0.73,7.356,7.987,4.376,1.636,0.455,3.153,3.327,1.858,0.703,0.202,1.01,1.03,0.595,0.22,0.062
Nova Zelândia,Espanha,1.294,3.922,94.784,0.944,3.952,7.749,11.073,11.656,0.448,1.807,3.749,5.106,5.511,0.12,0.413,0.911,1.268,1.244,0.015,0.077,0.146,0.225,0.204,0.002,0.009,0.02,0.035,0.03
Nova Zelândia,Uruguai,8.812,15.547,75.641,4.66,10.758,12.986,10.411,6.496,3.186,7.276,8.617,7.049,4.343,1.093,2.564,2.989,2.365,1.486,0.236,0.557,0.704,0.562,0.377,0.043,0.105,0.12,0.115,0.058
Nova Zelândia,Arábia Saudita,29.479,26.357,44.164,8.244,11.158,8.063,3.87,1.488,8.902,12.255,8.726,4.21,1.555,4.911,6.839,4.851,2.325,0.838,1.789,2.611,1.798,0.903,0.301,0.538,0.727,0.517,0.241,0.098
Nova Zelândia,Cabo Verde,27.323,25.941,46.736,8.046,11.563,8.581,4.257,1.643,8.34,12.234,8.915,4.428,1.668,4.459,6.403,4.709,2.377,0.907,1.575,2.32,1.748,0.862,0.36,0.497,0.679,0.497,0.239,0.084
Nova Zelândia,França,1.714,4.536,93.75,0.937,3.674,7.457,10.258,10.739,0.534,2.093,4.193,5.798,6.034,0.125,0.551,1.143,1.665,1.676,0.031,0.119,0.239,0.314,0.353,0.003,0.012,0.037,0.039,0.042
Nova Zelândia,Senegal,8.896,12.944,78.16,2.307,6.399,9.229,8.991,6.637,2.042,5.672,8.152,7.834,5.797,0.869,2.644,3.595,3.521,2.653,0.312,0.862,1.152,1.166,0.794,0.054,0.196,0.258,0.277,0.18
Nova Zelândia,Noruega,5.441,7.606,86.953,0.566,2.253,4.523,6.007,6.45,0.642,2.441,4.943,6.65,6.827,0.37,1.426,2.687,3.636,3.738,0.13,0.501,1.052,1.38,1.38,0.044,0.144,0.287,0.437,0.441
Nova Zelândia,Iraque,37.065,24.003,38.932,5.04,7.536,5.769,2.915,1.159,7.399,10.957,8.293,4.352,1.678,5.422,8.195,6.179,3.159,1.223,2.726,4.025,3.031,1.575,0.622,1.066,1.561,1.185,0.554,0.234
Nova Zelândia,Argentina,1.28,4.269,94.451,1.308,4.906,9.608,12.37,12.428,0.476,1.965,3.879,4.98,5.165,0.124,0.437,0.815,1.134,1.066,0.011,0.062,0.124,0.163,0.16,0.001,0.009,0.008,0.019,0.013
Nova Zelândia,Áustria,9.373,13.203,77.424,2.176,6.061,8.877,8.482,6.311,2.042,5.764,8.107,7.993,5.919,0.939,2.731,3.79,3.745,2.829,0.324,0.87,1.287,1.195,0.947,0.071,0.213,0.327,0.293,0.245
Nova Zelândia,Argélia,14.632,16.605,68.763,2.643,6.552,8.408,7.052,4.576,2.88,7.046,9.045,7.61,5.044,1.637,3.962,4.951,4.267,2.952,0.562,1.428,1.905,1.604,1.012,0.186,0.467,0.551,0.468,0.3
Nova Zelândia,Jordânia,26.432,20.597,52.971,2.981,6.032,6.045,4.458,2.495,4.139,8.48,8.919,6.3,3.622,3.035,6.094,6.371,4.531,2.456,1.477,3.063,3.169,2.203,1.261,0.542,1.161,1.159,0.852,0.47
Nova Zelândia,Portugal,2.578,5.952,91.47,1.218,4.476,8.262,10.488,10.119,0.756,2.613,5.086,6.524,6.108,0.218,0.819,1.616,2.013,2.074,0.033,0.195,0.334,0.43,0.413,0.01,0.03,0.066,0.086,0.069
Nova Zelândia,Colômbia,3.326,7.862,88.812,1.961,6.397,10.627,11.868,10.208,1.116,3.677,5.902,6.856,5.987,0.326,1.079,1.757,2.022,1.746,0.06,0.205,0.363,0.409,0.325,0.014,0.023,0.055,0.055,0.053
Nova Zelândia,Uzbequistão,32.321,22.797,44.882,4.149,7.23,6.083,3.602,1.699,5.844,10.21,8.795,5.204,2.356,4.319,7.394,6.252,3.841,1.66,2.172,3.508,3.121,1.861,0.803,0.804,1.359,1.198,0.728,0.291
Nova Zelândia,RD Congo,16.68,23.731,59.589,8.782,14.654,12.196,7.012,3.009,6.429,10.743,9.189,5.073,2.254,2.54,4.181,3.627,1.949,0.905,0.669,1.133,0.942,0.536,0.241,0.127,0.24,0.156,0.107,0.04
Nova Zelândia,Inglaterra,2.518,6.697,90.785,1.875,6.51,11.177,12.895,11.114,0.94,3.165,5.436,6.249,5.56,0.231,0.801,1.353,1.534,1.382,0.042,0.157,0.237,0.276,0.23,0.005,0.016,0.028,0.043,0.025
Nova Zelândia,Croácia,7.792,12.126,80.082,2.214,6.466,9.198,9.319,6.916,1.837,5.255,7.866,7.934,6.024,0.822,2.35,3.41,3.328,2.658,0.243,0.685,1.01,1.036,0.771,0.051,0.154,0.227,0.206,0.18
Nova Zelândia,Gana,22.553,23.233,54.214,6.158,10.493,9.33,5.533,2.548,6.106,10.757,9.43,5.586,2.573,3.3,5.85,5.076,2.992,1.444,1.134,2.058,1.821,1.075,0.446,0.345,0.588,0.513,0.308,0.153
Nova Zelândia,Panamá,23.518,22.235,54.247,4.843,8.738,8.214,5.259,2.632,5.423,10.136,9.414,6.051,3.021,3.193,5.979,5.555,3.608,1.743,1.252,2.398,2.195,1.452,0.746,0.407,0.697,0.706,0.429,0.222
Uruguai,Espanha,14.683,25.288,60.029,11.725,17.624,13.715,7.253,2.815,7.136,10.681,8.303,4.357,1.725,2.162,3.303,2.59,1.302,0.526,0.465,0.695,0.538,0.278,0.111,0.089,0.13,0.084,0.042,0.014
Espanha,Arábia Saudita,84.197,12.094,3.709,5.728,2.048,0.378,0.05,0.005,14.111,5.103,0.949,0.118,0.008,17.792,6.185,1.141,0.133,0.01,14.693,5.364,1.012,0.115,0.006,9.413,3.402,0.631,0.074,0.007
Espanha,Cabo Verde,82.531,13.288,4.181,6.298,2.341,0.454,0.066,0.004,14.81,5.63,1.007,0.121,0.011,17.659,6.566,1.235,0.155,0.007,14.155,5.185,1.003,0.121,0.012,8.748,3.24,0.596,0.091,0.004
Espanha,França,41.405,27.553,31.042,9.865,10.245,5.6,1.961,0.55,12.174,12.628,6.787,2.473,0.712,7.867,8.152,4.286,1.537,0.454,3.471,3.526,1.857,0.703,0.19,1.152,1.164,0.686,0.218,0.068
Espanha,Senegal,67.784,19.531,12.685,6.241,4.634,1.769,0.421,0.094,12.443,9.171,3.472,0.848,0.174,12.824,9.311,3.411,0.864,0.172,8.708,6.34,2.351,0.643,0.124,4.568,3.321,1.272,0.325,0.06
Espanha,Noruega,69.382,16.778,13.84,2.958,2.996,1.565,0.552,0.14,7.081,7.354,3.832,1.351,0.372,9.011,8.821,4.835,1.711,0.497,7.554,7.729,4.0,1.347,0.393,4.72,4.871,2.658,0.924,0.247
Espanha,Iraque,91.52,6.521,1.959,2.406,0.92,0.175,0.029,0.002,7.898,3.015,0.588,0.077,0.004,13.111,5.073,0.964,0.126,0.008,14.656,5.577,1.09,0.126,0.02,12.312,4.622,0.912,0.118,0.01
Espanha,Argentina,32.235,31.286,36.479,14.367,14.226,7.389,2.633,0.677,13.189,13.339,6.636,2.315,0.639,6.116,6.262,3.165,1.104,0.288,1.973,2.025,1.019,0.384,0.105,0.477,0.51,0.25,0.072,0.03
Espanha,Áustria,69.807,18.622,11.571,5.756,4.196,1.541,0.421,0.071,11.973,8.712,3.136,0.791,0.157,12.669,9.185,3.467,0.827,0.186,9.225,6.673,2.394,0.618,0.126,5.029,3.691,1.392,0.337,0.064
Espanha,Argélia,77.914,14.642,7.444,4.474,2.732,0.918,0.216,0.041,10.675,6.792,2.178,0.449,0.083,13.285,8.189,2.836,0.606,0.101,11.207,6.965,2.307,0.479,0.066,7.061,4.548,1.499,0.336,0.058
Espanha,Jordânia,88.548,8.08,3.372,2.228,1.196,0.322,0.066,0.007,7.432,3.856,1.098,0.215,0.03,11.532,6.077,1.615,0.319,0.052,12.675,6.693,1.809,0.336,0.044,10.372,5.494,1.509,0.288,0.042
Espanha,Portugal,47.148,26.88,25.972,9.29,8.833,4.321,1.467,0.349,12.618,12.389,6.095,2.102,0.49,9.003,8.88,4.408,1.441,0.322,4.438,4.275,2.01,0.724,0.176,1.675,1.593,0.732,0.228,0.062
Espanha,Colômbia,47.279,28.192,24.529,11.498,9.538,4.256,1.258,0.282,14.709,12.554,5.512,1.675,0.387,9.712,8.324,3.618,1.087,0.225,4.431,3.618,1.664,0.485,0.104,1.494,1.246,0.583,0.185,0.035
Espanha,Uzbequistão,89.991,7.423,2.586,2.462,1.141,0.231,0.04,0.007,7.916,3.465,0.791,0.131,0.018,12.952,5.578,1.245,0.178,0.022,13.688,5.916,1.349,0.221,0.019,11.619,4.958,1.049,0.175,0.029
Espanha,RD Congo,69.825,21.618,8.557,11.521,4.952,1.002,0.173,0.02,19.862,8.346,1.829,0.26,0.034,16.939,7.155,1.599,0.228,0.027,10.148,4.237,0.895,0.146,0.022,4.597,1.909,0.414,0.082,0.006
Espanha,Inglaterra,41.575,30.083,28.342,13.407,11.584,5.169,1.617,0.354,15.096,13.069,5.802,1.766,0.394,8.508,7.343,3.204,1.051,0.266,3.333,2.904,1.295,0.374,0.093,1.029,0.849,0.35,0.116,0.029
Espanha,Croácia,65.792,20.578,13.63,6.855,4.856,1.916,0.571,0.091,12.857,9.519,3.669,0.968,0.193,12.52,9.408,3.499,0.918,0.196,8.188,6.179,2.386,0.634,0.12,4.147,3.214,1.15,0.304,0.068
Espanha,Gana,80.728,14.012,5.26,6.019,2.621,0.629,0.082,0.012,14.021,6.135,1.389,0.194,0.024,16.314,7.212,1.643,0.253,0.028,13.349,5.786,1.387,0.199,0.015,8.05,3.518,0.746,0.114,0.016
